RMNYStat-ID,RMNY-BibliográfiaiHalmaz,RMNY-Sorszám,RMNY-Jel,Hely,Év,RMNYStat-C-Tulajdonos,RMNYStat-C-Őrzőhely,RMNYStat-C-Időpont,RMNYStat-Forrás,Forrás-Kötet,RMNYStat-Forrás-Oldalszám,RMNYStat-Forrás-Tételszám,RMNYStat-C-Megjegyzés,,,,,,,,,,
RMNY2405,RMNY,2405,,Nagyvárad,1651,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY2405,RMNY,2405,,Nagyvárad,1651,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
RMNY2415,RMNY,2415,,Gyulafehérvár,1652,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,16,,,,,,,,,,,,
RMNY2416,RMNY,2416,,Gyulafehérvár,1652,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,22,,,,,,,,,,,,
RMNY2436,RMNY,2436,,Sárospatak,1652,Jezsuita rendház,Zsolna,1712,Adattár,19/1,425,,,,,,,,,,,,
RMNY2438,RMNY,2438,,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,241,,,,,,,,,,,,
RMNY2439,RMNY,2439,,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
RMNY2443,RMNY,2443,,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
RMNY2444,RMNY,2444,,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
RMNY2444,RMNY,2444,,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
RMNY2444,RMNY,2444,,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
RMNY2448,RMNY,2448,,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,241,,,,,,,,,,,,
RMNY2450,RMNY,2450,,Utrecht,1652,Bethlen-kollégium,Nagyenyed,1762,KKK,10,361,,,,,,,,,,,,
RMNY2452,RMNY,2452,,Nagyvárad,1652,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
RMNY2453,RMNY,2453,,Nagyvárad,1652,Ráday-család,Pécel,1730,KKK,7,182,,,,,,,,,,,,
RMNY2453,RMNY,2453,,Nagyvárad,1652,Bethlen-kollégium,Nagyenyed,1762,KKK,10,209,,,,,,,,,,,,
RMNY2458,RMNY,2458,,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,244,,,,,,,,,,,,
RMNY2459,RMNY,2459,,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,243,,,,,,,,,,,,
RMNY2459,RMNY,2459,,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,253,,,,,,,,,,,,
RMNY2459,RMNY,2459,,Wien,1653,Nádasdy Ferenc,Pottendorf,1669,KKK,8,563,,,,,,,,,,,,
RMNY2461,RMNY,2461,,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,255,,,,,,,,,,,,
RMNY2461,RMNY,2461,,Wien,1653,Bethlen-kollégium,Nagyenyed,1762,KKK,10,12,,,,,,,,,,,,
RMNY2461,RMNY,2461,,Wien,1653,Bél Mátyás,Pozsony,1749,Adattár,13/5,76,,,,,,,,,,,,
RMNY2462,RMNY,2462,,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,246,,,,,,,,,,,,
RMNY2462,RMNY,2462,,Wien,1653,Nádasdy Ferenc,Pottendorf,1669,KKK,8,557,,,,,,,,,,,,
RMNY2464,RMNY,2464,,Gyulafehérvár,1653,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,17,,,,,,,,,,,,
RMNY2468,RMNY,2468,,Kassa,1653,Nádasdy Ferenc,Pottendorf,1669,KKK,8,558,,,,,,,,,,,,
RMNY2485,RMNY,2485,,Sárospatak,1653,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,258,,,,,,,,,,,,
RMNY2486,RMNY,2486,,Sárospatak,1653,Bethlen-kollégium,Nagyenyed,1762,KKK,10,133,,,,,,,,,,,,
RMNY2493,RMNY,2493,,Trencsén,1653,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
RMNY2493,RMNY,2493,,Trencsén,1653,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
RMNY2494,RMNY,2494,,Trencsén,1653,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
RMNY2494,RMNY,2494,,Trencsén,1653,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
RMNY2498,RMNY,2498,,Utrecht,1653,Bethlen-kollégium,Nagyenyed,1762,KKK,10,309,,,,,,,,,,,,
RMNY2498,RMNY,2498,,Utrecht,1653,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
RMNY2502,RMNY,2502,,Nagyvárad,1653,Bethlen-kollégium,Nagyenyed,1762,KKK,10,155,,,,,,,,,,,,
RMNY2503,RMNY,2503,,Nagyvárad,1653,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2508A,RMNY,2508,A,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,247,,,,,,,,,,,,
RMNY2510,RMNY,2510,,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,247,,,,,,,,,,,,
RMNY2511,RMNY,2511,,Wien,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,672,,,,,,,,,,,,
RMNY2512,RMNY,2512,,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,245,,,,,,,,,,,,
RMNY2512,RMNY,2512,,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,254,,,,,,,,,,,,
RMNY2512,RMNY,2512,,Wien,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,672,,,,,,,,,,,,
RMNY2513,RMNY,2513,,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,244,,,,,,,,,,,,
RMNY2513,RMNY,2513,,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,254,,,,,,,,,,,,
RMNY2513,RMNY,2513,,Wien,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,672,,,,,,,,,,,,
RMNY2515,RMNY,2515,,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,244,,,,,,,,,,,,
RMNY2516,RMNY,2516,,Gyulafehérvár,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,206,,,,,,,,,,,,
RMNY2519,RMNY,2519,,Gyulafehérvár,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,315,,,,,,,,,,,,
RMNY2524,RMNY,2524,,Kassa,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,558,,,,,,,,,,,,
RMNY2524,RMNY,2524,,Kassa,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,233,,,,,,,,,,,,
RMNY2527,RMNY,2527,,Lyon,1654,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,18,,,,,,,,,,,,
RMNY2534,RMNY,2534,,Lőcse,1654,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
RMNY2550,RMNY,2550,,Sárospatak,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,326,,,,,,,,,,,,
RMNY2557,RMNY,2557,,Trencsén,1654,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
RMNY2558,RMNY,2558,,Utrecht,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,559,,,,,,,,,,,,
RMNY2558,RMNY,2558,,Utrecht,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,302,,,,,,,,,,,,
RMNY2558,RMNY,2558,,Utrecht,1654,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
RMNY2559,RMNY,2559,,Utrecht,1654,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
RMNY2562,RMNY,2562,,Nagyvárad,1654,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2565A,RMNY,2565,A,Wien,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,592,,,,,,,,,,,,
RMNY2582,RMNY,2582,,Lőcse,1655,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,210,,,,,,,,,,,,
RMNY2604,RMNY,2604,,Sárospatak,1655,Ráday-család,Pécel,1730,KKK,7,174,,,,,,,,,,,,
RMNY2609,RMNY,2609,,Trencsén,1655,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
RMNY2609,RMNY,2609,,Trencsén,1655,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
RMNY2610,RMNY,2610,,Trencsén,1655,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
RMNY2613,RMNY,2613,,Trencsén,1655,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
RMNY2617,RMNY,2617,,Utrecht,1653,Ráday-család,Pécel,1730,KKK,7,187,,,,,,,,,,,,
RMNY2617,RMNY,2617,,Utrecht,1655,Bethlen-kollégium,Nagyenyed,1762,KKK,10,286,,,,,,,,,,,,
RMNY2618,RMNY,2618,,Utrecht,1655,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2622,RMNY,2622,,Nagyvárad,1655,Bethlen-kollégium,Nagyenyed,1762,KKK,10,323,,,,,,,,,,,,
RMNY2622,RMNY,2622,,Nagyvárad,1655,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY2622,RMNY,2622,,Nagyvárad,1655,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
RMNY2653,RMNY,2653,,Lőcse,1656,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
RMNY2660,RMNY,2660,,Nagyszombat,1656,Jezsuita rendház,Kassa,1680,Adattár,17/1,69,,,,,,,,,,,,
RMNY2667,RMNY,2667,,Trencsén,1656,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
RMNY2668,RMNY,2668,,Trencsén,1656,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
RMNY2669,RMNY,2669,,Trencsén,1656,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
RMNY2677,RMNY,2677,,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2678,RMNY,2678,,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2679,RMNY,2679,,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2680,RMNY,2680,,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2681,RMNY,2681,,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2684,RMNY,2684,,Nagyvárad,1656,Református Kollégium,Debrecen,1738,Adattár,19/2,44,,,,,,,,,,,,
RMNY2707,RMNY,2707,,Debrecen,1657,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY2710,RMNY,2710,,Gyulafehérvár,1657,Ráday-család,Pécel,1730,KKK,7,186,,,,,,,,,,,,
RMNY2710,RMNY,2710,,Sárospatak,1657,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY2720,RMNY,2720,,Lőcse,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
RMNY2729,RMNY,2729,,Sárospatak,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,559,,,,,,,,,,,,
RMNY2730,RMNY,2730,,Sárospatak,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
RMNY2731,RMNY,2731,,Sárospatak,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
RMNY2739,RMNY,2739,,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
RMNY2739,RMNY,2739,,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
RMNY2740,RMNY,2740,,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
RMNY2742,RMNY,2742,,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
RMNY2743,RMNY,2743,,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
RMNY2744,RMNY,2744,,Utrecht,1657,Bethlen-kollégium,Nagyenyed,1762,KKK,10,249,,,,,,,,,,,,
RMNY2746,RMNY,2746,,Nagyvárad,1657,Ráday-család,Pécel,1730,KKK,7,179,,,,,,,,,,,,
RMNY2746,RMNY,2746,,Nagyvárad,1657,Bethlen-kollégium,Nagyenyed,1762,KKK,10,376,,,,,,,,,,,,
RMNY2746,RMNY,2746,,Nagyvárad,1657,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
RMNY2746,RMNY,2746,,Nagyvárad,1657,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,112,,,,,,,,,,,,
RMNY2749,RMNY,2749,,Nagyvárad,1657,Bethlen-kollégium,Nagyenyed,1762,KKK,10,191,,,,,,,,,,,,
RMNY2749,RMNY,2749,,Nagyvárad,1657,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
RMNY2764,RMNY,2764,,Gyulafehérvár,1658,Bethlen-kollégium,Nagyenyed,1762,KKK,10,277,,,,,,,,,,,,
RMNY2767,RMNY,2767,,Kassa,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,240,,,,,,,,,,,,
RMNY2773,RMNY,2773,,Lőcse,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
RMNY2775,RMNY,2775,,Lőcse,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
RMNY2777,RMNY,2777,,Lőcse,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
RMNY2778,RMNY,2778,,Lőcse,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
RMNY2789,RMNY,2789,,Nagyszombat,1658,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,287,,,,,,,,,,,,
RMNY2793,RMNY,2793,,Sárospatak,1658,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
RMNY2794,RMNY,2794,,Sárospatak,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
RMNY2795,RMNY,2795,,Sárospatak,1658,Nádasdy Ferenc,Pottendorf,1669,KKK,8,559,,,,,,,,,,,,
RMNY2795,RMNY,2795,,Sárospatak,1658,Bethlen-kollégium,Nagyenyed,1762,KKK,10,325,,,,,,,,,,,,
RMNY2796,RMNY,2796,,Sárospatak,1658,Nádasdy Ferenc,Pottendorf,1669,KKK,8,559,,,,,,,,,,,,
RMNY2800,RMNY,2800,,Sárospatak,1658,Bethlen-kollégium,Nagyenyed,1762,KKK,10,207,,,,,,,,,,,,
RMNY2807,RMNY,2807,,Trencsén,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
RMNY2809,RMNY,2809,,Utrecht,1658,Bethlen-kollégium,Nagyenyed,1762,KKK,10,290,,,,,,,,,,,,
RMNY2827,RMNY,2827,,Kassa,1659,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,193,,,,,,,,,,,,
RMNY2829,RMNY,2829,,Kassa,1659,Ráday-család,Pécel,1730,KKK,7,161,,,,,,,,,,,,
RMNY2829,RMNY,2829,,Kassa,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,268,,,,,,,,,,,,
RMNY2830,RMNY,2830,,Kassa,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,229,,,,,,,,,,,,
RMNY2831,RMNY,2831,,Kassa,1659,Ráday-család,Pécel,1730,KKK,7,167,,,,,,,,,,,,
RMNY2831,RMNY,2831,,Kassa,1659,Ráday-család,Pécel,1730,KKK,7,188,,,,,,,,,,,,
RMNY2831,RMNY,2831,,Kassa,1659,Ráday-család,Pécel,1730,KKK,7,200,,,,,,,,,,,,
RMNY2831,RMNY,2831,,Kassa,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,194,,,,,,,,,,,,
RMNY2844,RMNY,2844,,Lőcse,1659,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
RMNY2855,RMNY,2855,,Lőcse,1659,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,245,,,,,,,,,,,,
RMNY2855,RMNY,2855,,Nagyszombat,1659,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
RMNY2858,RMNY,2858,,Nagyszombat,1659,Jezsuita rendház,Kassa,1680,Adattár,17/1,36,,,,,,,,,,,,
RMNY2860,RMNY,2860,,Nagyszombat,1659,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
RMNY2867,RMNY,2867,,Sárospatak,1659,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
RMNY2868,RMNY,2868,,Debrecen,1677,Ráday-család,Pécel,1730,KKK,7,168,,,,,,,,,,,,
RMNY2868,RMNY,2868,,Sárospatak,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,240,,,,,,,,,,,,
RMNY2868,RMNY,2868,,Sárospatak,1659,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
RMNY2868,RMNY,2868,,Sárospatak,1659,Esterházy József,Cseklész,1749,Adattár,13/5,118,,,,,,,,,,,,
RMNY2868,RMNY,2868,,Sárospatak,1659,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY2869,RMNY,2869,,Sárospatak,1659,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
RMNY2869,RMNY,2869,,Sárospatak,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,153,,,,,,,,,,,,
RMNY2888,RMNY,2888,,Nagyvárad,1659,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
RMNY2888,RMNY,2888,,Nagyvárad,1659,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
RMNY2892,RMNY,2892,,Wien,1660,Nádasdy Ferenc,Pottendorf,1669,KKK,8,343,,,,,,,,,,,,
RMNY2893,RMNY,2893,,Wien,1660,Radvánszky László,Sajókaza,1750,Adattár,13/5,180,,,,,,,,,,,,
RMNY2905,RMNY,2905,,Lőcse,1660,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,245,,,,,,,,,,,,
RMNY2908,RMNY,2908,,Lőcse,1660,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,257,,,,,,,,,,,,
RMNY2913,RMNY,2913,,Lőcse,1660,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,247,,,,,,,,,,,,
RMNY2928,RMNY,2928,,Lőcse,1660,Batthyány Lajos,Wien,1743,KKK,12,826,,,,,,,,,,,,
RMNY2928,RMNY,2928,,Lőcse,1660,Batthyány Lajos Ernő,Wien,1743,KKK,12,167,,,,,,,,,,,,
RMNY2928,RMNY,2928,,Lőcse,1660,Batthyány Lajos Ernő,Wien,1743,Adattár,13/7,154,,,,,,,,,,,,
RMNY2949,RMNY,2949,,Trencsén,1660,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,277,,,,,,,,,,,,
RMNY2959,RMNY,2959,,Sine loco,1660,Bethlen-kollégium,Nagyenyed,1762,KKK,10,350,,,,,,,,,,,,
RMNY2962,RMNY,2962,,Wien,1661,Nádasdy Ferenc,Pottendorf,1669,KKK,8,408,,,,,,,,,,,,
RMNY2973,RMNY,2973,,Kassa,1661,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,255,,,,,,,,,,,,
RMNY2974,RMNY,2974,,Kassa,1661,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
RMNY2982,RMNY,2982,,Kolozsvár,1661,Bethlen-kollégium,Nagyenyed,1762,KKK,10,5,,,,,,,,,,,,
RMNY2982,RMNY,2982,,Kolozsvár,1661,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,98,,,,,,,,,,,,
RMNY2983,RMNY,2983,,Kolozsvár,1661,Bethlen-kollégium,Nagyenyed,1762,KKK,10,295,,,,,,,,,,,,
RMNY2983,RMNY,2983,,Lőcse,1661,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
RMNY2986,RMNY,2986,,Lőcse,1661,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,257,,,,,,,,,,,,
RMNY2992,RMNY,2992,,Nagyszombat,1661,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,229,,,,,,,,,,,,
RMNY3002,RMNY,3002,,Sárospatak,1661,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
RMNY3025,RMNY,3025,,Debrecen,1662,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
RMNY3026,RMNY,3026,,Debrecen,1662,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
RMNY3037,RMNY,3037,,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
RMNY3040,RMNY,3040,,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
RMNY3041,RMNY,3041,,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,277,,,,,,,,,,,,
RMNY3044,RMNY,3044,,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
RMNY3045,RMNY,3045,,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
RMNY3045,RMNY,3045,,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
RMNY3047,RMNY,3047,,Lőcse,1662,Radvánszky László,Sajókaza,1750,Adattár,13/5,179,,,,,,,,,,,,
RMNY3055,RMNY,3055,,Nagyszombat,1662,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,281,,,,,,,,,,,,
RMNY3057,RMNY,3057,,Nagyszombat,1662,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,274,,,,,,,,,,,,
RMNY3069,RMNY,3069,,Trencsén,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
RMNY3070,RMNY,3070,,Trencsén,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
RMNY3070,RMNY,3070,,Trencsén,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
RMNY3080,RMNY,3080,,Kassa,1663,Ráday-család,Pécel,1730,KKK,7,194,,,,,,,,,,,,
RMNY3080,RMNY,3080,,Kassa,1663,Bethlen-kollégium,Nagyenyed,1762,KKK,10,250,,,,,,,,,,,,
RMNY3092,RMNY,3092,,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
RMNY3093,RMNY,3093,,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
RMNY3100,RMNY,3100,,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,245,,,,,,,,,,,,
RMNY3100,RMNY,3100,,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
RMNY3106,RMNY,3106,,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
RMNY3107,RMNY,3107,,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
RMNY3108,RMNY,3108,,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
RMNY3114,RMNY,3114,,Nagyszombat,1663,Jezsuita rendház,Zsolna,1712,Adattár,19/1,399,,,,,,,,,,,,
RMNY3115,RMNY,3115,,Nagyszombat,1663,Jezsuita rendház,Znióváralja,1704,Adattár,11,548,,,,,,,,,,,,
RMNY3115,RMNY,3115,,Nagyszombat,1663,Jezsuita rendház,Kassa,1680,Adattár,17/1,59,,,,,,,,,,,,
RMNY3115,RMNY,3115,,Nagyszombat,1663,Jezsuita rendház,Zsolna,1712,Adattár,19/1,401,,,,,,,,,,,,
RMNY3133,RMNY,3133,,Trencsén,1663,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,300,,,,,,,,,,,,
RMNY3141,RMNY,3141,,Debrecen,1663,Bethlen-kollégium,Nagyenyed,1762,KKK,10,199,,,,,,,,,,,,
RMNY3143,RMNY,3143,,Debrecen,1664,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY3144,RMNY,3144,,Debrecen,1664,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
RMNY3146,RMNY,3146,,Debrecen,1664,Református Kollégium,Debrecen,1738,Adattár,19/2,139,,,,,,,,,,,,
RMNY3149,RMNY,3149,,Kassa,1664,Esterházy József,Cseklész,1749,Adattár,13/5,118,,,,,,,,,,,,
RMNY3156,RMNY,3156,,Kassa,1664,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
RMNY3162,RMNY,3162,,Lőcse,1664,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
RMNY3173,RMNY,3173,,Wien,1664,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,304,,,,,,,,,,,,
RMNY3194,RMNY,3194,,Debrecen,1665,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
RMNY3195,RMNY,3195,,Debrecen,1665,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
RMNY3200,RMNY,3200,,Kassa,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
RMNY3202A,RMNY,3202,A,Kassa,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
RMNY3207,RMNY,3207,,Kassa,1665,Jezsuita rendház,Kassa,1680,Adattár,17/1,78,,,,,,,,,,,,
RMNY3209,RMNY,3209,,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,269,,,,,,,,,,,,
