RMNYStat-ID,RMNY-BibliográfiaiHalmaz,RMNY-Sorszám,RMNY-Jel,Hely,Év,RMNYStat-C-Tulajdonos,RMNYStat-C-Őrzőhely,RMNYStat-C-Időpont,RMNYStat-Forrás,Forrás-Kötet,RMNYStat-Forrás-Oldalszám,RMNYStat-Forrás-Tételszám,RMNYStat-C-Megjegyzés,,,,,,,,,,
RMNY3980,RMNY,3980,,Nagyszombat,1674,Jezsuita rendház,Kassa,1680,Adattár,17/1,74,,,,,,,,,,,,
RMNY3994,RMNY,3994,,Pozsony,1674,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,260,,,,,,,,,,,,
RMNY4004,RMNY,4004,,Debrecen,1675,Református Kollégium,Debrecen,1738,Adattár,19/2,34,,,,,,,,,,,,
RMNY4012,RMNY,4012,,Sárospatak,1675,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,263,,,,,,,,,,,,
RMNY4012,RMNY,4012,,Kolozsvár,1675,Bethlen-kollégium,Nagyenyed,1762,KKK,10,56,,,,,,,,,,,,
RMNY4012,RMNY,4012,,Sárospatak,1675,Esterházy József,Cseklész,1749,Adattár,13/5,118,,,,,,,,,,,,
RMNY4012,RMNY,4012,,Kolozsvár,1675,Radvánszky László,Sajókaza,1750,Adattár,13/5,181,,,,,,,,,,,,
RMNY4012,RMNY,4012,,Kolozsvár,1675,Serédi Benedek,Kolozsvár,1678,Adattár,16/2,10,,,,,,,,,,,,
RMNY4016,RMNY,4016,,Kolozsvár,1675,Ráday-család,Pécel,1730,KKK,7,174,,,,,,,,,,,,
RMNY4017,RMNY,4017,,Kolozsvár,1675,Ráday-család,Pécel,1730,KKK,7,190,,,,,,,,,,,,
RMNY4017,RMNY,4017,,Kolozsvár,1675,Bethlen-kollégium,Nagyenyed,1762,KKK,10,112,,,,,,,,,,,,
RMNY4017,RMNY,4017,,Kolozsvár,1675,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,101,,,,,,,,,,,,
RMNY4017,RMNY,4017,,Kolozsvár,1675,Református Kollégium,Debrecen,1738,Adattár,19/2,148,,,,,,,,,,,,
RMNY4020,RMNY,4020,,Kolozsvár,1675,Bethlen-kollégium,Nagyenyed,1762,KKK,10,322,,,,,,,,,,,,
RMNY4020,RMNY,4020,,Kolozsvár,1675,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
RMNY4022,RMNY,4022,,Kolozsvár,1675,Szepesi György,Marosvásárhely,1707,Adattár,16/2,98,,,,,,,,,,,,
RMNY4025,RMNY,4025,,Lőcse,1675,Radvánszky László,Sajókaza,1750,Adattár,13/5,185,,,,,,,,,,,,
RMNY4043,RMNY,4043,,Nagyszombat,1675,Jezsuita rendház,Znióváralja,1704,Adattár,11,552,,,,,,,,,,,,
RMNY4043,RMNY,4043,,Nagyszombat,1675,Jezsuita rendház,Znióváralja,1704,Adattár,17/1,244,,,,,,,,,,,,
RMNY4046,RMNY,4046,,Nagyszombat,1675,Jezsuita rendház,Zsolna,1712,Adattár,19/1,389,,,,,,,,,,,,
RMNY4049,RMNY,4049,,Nagyszombat,1675,Jezsuita rendház,Znióváralja,1704,Adattár,11,548,,,,,,,,,,,,
RMNY4049,RMNY,4049,,Nagyszombat,1675,Jezsuita rendház,Znióváralja,1704,Adattár,17/1,241,,,,,,,,,,,,
RMNY4049,RMNY,4049,,Nagyszombat,1675,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,342,,,,,,,,,,,,
RMNY4053,RMNY,4053,,Pozsony,1675,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,114,,,,,,,,,,,,
RMNY4074,RMNY,4074,,Kolozsvár,1676,Bethlen-kollégium,Nagyenyed,1762,KKK,10,412,,,,,,,,,,,,
RMNY4077,RMNY,4077,,Kolozsvár,1676,Ráday-család,Pécel,1730,KKK,7,173,,,,,,,,,,,,
RMNY4078,RMNY,4078,,Kolozsvár,1676,Ráday-család,Pécel,1730,KKK,7,220,,,,,,,,,,,,
RMNY4078,RMNY,4078,,Kolozsvár,1676,Bethlen-kollégium,Nagyenyed,1762,KKK,10,393,,,,,,,,,,,,
RMNY4093,RMNY,4093,,Nagyszombat,1676,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,208,,,,,,,,,,,,
RMNY4096,RMNY,4096,,Nagyszombat,1676,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,217,,,,,,,,,,,,
RMNY4101,RMNY,4101,,Nagyszombat,1676,Jezsuita rendház,Zsolna,1712,Adattár,19/1,399,,,,,,,,,,,,
RMNY4125,RMNY,4125,,Debrecen,1677,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
RMNY4126,RMNY,4126,,Debrecen,1677,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
RMNY4127,RMNY,4127,,Debrecen,1677,Ráday-család,Pécel,1730,KKK,7,169,,,,,,,,,,,,
RMNY4127,RMNY,4127,,Debrecen,1677,Bethlen-kollégium,Nagyenyed,1762,KKK,10,247,,,,,,,,,,,,
RMNY4127,RMNY,4127,,Debrecen,1677,Esterházy József,Cseklész,1749,Adattár,13/5,118,,,,,,,,,,,,
RMNY4127,RMNY,4127,,Debrecen,1677,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY4135,RMNY,4135,,Kolozsvár,1677,Ráday-család,Pécel,1730,KKK,7,219,,,,,,,,,,,,
RMNY4136,RMNY,4136,,Kolozsvár,1677,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
RMNY4136,RMNY,4136,,Kolozsvár,1677,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
RMNY4137,RMNY,4137,,Kolozsvár,1677,Bethlen-kollégium,Nagyenyed,1762,KKK,10,399,,,,,,,,,,,,
RMNY4137,RMNY,4137,,Kolozsvár,1677,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
RMNY4138,RMNY,4138,,Kolozsvár,1677,Bethlen-kollégium,Nagyenyed,1762,KKK,10,278,,,,,,,,,,,,
RMNY4139,RMNY,4139,,Kolozsvár,1677,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY4154,RMNY,4154,,Nagyszombat,1677,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,208,,,,,,,,,,,,
RMNY4154,RMNY,4154,,Nagyszombat,1677,Jezsuita rendház,Zsolna,1712,Adattár,19/1,420,,,,,,,,,,,,
RMNY4160,RMNY,4160,,Nagyszombat,1677,Jezsuita rendház,Zsolna,1712,Adattár,19/1,417,,,,,,,,,,,,
RMNY4189,RMNY,4189,,Kolozsvár,1678,Bethlen-kollégium,Nagyenyed,1762,KKK,10,378,,,,,,,,,,,,
RMNY4197,RMNY,4197,,Lőcse,1678,Radvánszky László,Sajókaza,1750,Adattár,13/5,185,,,,,,,,,,,,
RMNY4200,RMNY,4200,,Nagyszombat,1678,Jezsuita rendház,Znióváralja,1704,Adattár,11,548,,,,,,,,,,,,
RMNY4200,RMNY,4200,,Nagyszombat,1678,Jezsuita rendház,Znióváralja,1704,Adattár,17/1,241,,,,,,,,,,,,
RMNY4201,RMNY,4201,,Nagyszombat,1678,Jezsuita rendház,Znióváralja,1704,Adattár,11,548,,,,,,,,,,,,
RMNY4201,RMNY,4201,,Nagyszombat,1678,Jezsuita rendház,Zsolna,1712,Adattár,19/1,400,,,,,,,,,,,,
RMNY4204,RMNY,4204,,Nagyszombat,1678,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,294,,,,,,,,,,,,
RMNY4239,RMNY,4239,,Debrecen,1679,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
RMNY4243,RMNY,4243,,Debrecen,1679,Bethlen-kollégium,Nagyenyed,1762,KKK,10,356,,,,,,,,,,,,
RMNY4251,RMNY,4251,,Kolozsvár,1679,Bethlen-kollégium,Nagyenyed,1762,KKK,10,292,,,,,,,,,,,,
RMNY4251,RMNY,4251,,Kolozsvár,1679,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
RMNY4252,RMNY,4252,,Kolozsvár,1679,Ráday-család,Pécel,1730,KKK,7,175,,,,,,,,,,,,
RMNY4252,RMNY,4252,,Kolozsvár,1679,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY4252,RMNY,4252,,Kolozsvár,1679,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,112,,,,,,,,,,,,
RMNY4253,RMNY,4253,,Kolozsvár,1679,Bethlen-kollégium,Nagyenyed,1762,KKK,10,374,,,,,,,,,,,,
RMNY4254,RMNY,4254,,Kolozsvár,1679,Ráday-család,Pécel,1730,KKK,7,161,,,,,,,,,,,,
RMNY4254,RMNY,4254,,Kolozsvár,1679,Ráday-család,Pécel,1730,KKK,7,170,,,,,,,,,,,,
RMNY4254,RMNY,4254,,Kolozsvár,1679,Bethlen-kollégium,Nagyenyed,1762,KKK,10,197,,,,,,,,,,,,
RMNY4254,RMNY,4254,,Kolozsvár,1679,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,113,,,,,,,,,,,,
RMNY4261,RMNY,4261,,Lőcse,1679,Ráday-család,Pécel,1730,KKK,7,229,,,,,,,,,,,,
RMNY4262,RMNY,4262,,Lőcse,1679,Ráday-család,Pécel,1730,KKK,7,229,,,,,,,,,,,,
RMNY4265,RMNY,4265,,Nagyszombat,1679,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,171,,,,,,,,,,,,
RMNY4270,RMNY,4270,,Nagyszombat,1679,Ferences rendház,Buda,1735,Adattár,19/3,22,,,,,,,,,,,,
RMNY4272,RMNY,4272,,Nagyszombat,1679,Jezsuita rendház,Kassa,1680,Adattár,17/1,74,,,,,,,,,,,,
RMNY4295,RMNY,4295,,Debrecen,1680,Ráday-család,Pécel,1730,KKK,7,172,,,,,,,,,,,,
RMNY4295,RMNY,4295,,Debrecen,1680,Ráday-család,Pécel,1730,KKK,7,195,,,,,,,,,,,,
RMNY4295,RMNY,4295,,Debrecen,1680,Bethlen-kollégium,Nagyenyed,1762,KKK,10,367,,,,,,,,,,,,
RMNY4297,RMNY,4297,,Debrecen,1680,Radvánszky László,Sajókaza,1750,Adattár,13/5,182,,,,,,,,,,,,
RMNY4300,RMNY,4300,,Kolozsvár,1680,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY4305,RMNY,4305,,Kolozsvár,1680,Ráday-család,Pécel,1730,KKK,7,177,,,,,,,,,,,,
RMNY4305,RMNY,4305,,Kolozsvár,1680,Bethlen-kollégium,Nagyenyed,1762,KKK,10,267,,,,,,,,,,,,
RMNY4305,RMNY,4305,,Kolozsvár,1680,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY4305,RMNY,4305,,Kolozsvár,1680,Bethlen Elek,Keresd,1683,Adattár,16/3,19,,,,,,,,,,,,
RMNY4324,RMNY,4324,,Nagyszombat,1680,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,176,,,,,,,,,,,,
RMNY4324,RMNY,4324,,Nagyszombat,1680,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,290,,,,,,,,,,,,
RMNY4324,RMNY,4324,,Nagyszombat,1680,Jezsuita rendház,Zsolna,1712,Adattár,19/1,399,,,,,,,,,,,,
RMNY4343,RMNY,4343,,Debrecen,1681,Ráday-család,Pécel,1730,KKK,7,172,,,,,,,,,,,,
RMNY4343,RMNY,4343,,Debrecen,1681,Bethlen-kollégium,Nagyenyed,1762,KKK,10,305,,,,,,,,,,,,
RMNY4343,RMNY,4343,,Debrecen,1681,Református Kollégium,Debrecen,1738,Adattár,19/2,140,,,,,,,,,,,,
RMNY4356,RMNY,4356,,Kolozsvár,1681,Bethlen-kollégium,Nagyenyed,1762,KKK,10,55,,,,,,,,,,,,
RMNY4357,RMNY,4357,,Kolozsvár,1681,Ráday-család,Pécel,1730,KKK,7,163,,,,,,,,,,,,
RMNY4357,RMNY,4357,,Kolozsvár,1681,Ráday-család,Pécel,1730,KKK,7,190,,,,,,,,,,,,
RMNY4357,RMNY,4357,,Kolozsvár,1681,Ráday-család,Pécel,1730,KKK,7,215,,,,,,,,,,,,
RMNY4357,RMNY,4357,,Kolozsvár,1681,Bethlen-kollégium,Nagyenyed,1762,KKK,10,57,,,,,,,,,,,,
RMNY4357,RMNY,4357,,Kolozsvár,1681,Nánási Gáspár,Kolozsvár,1685,Adattár,13/6,225,,,,,,,,,,,,
RMNY4357,RMNY,4357,,Kolozsvár,1681,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,111,,,,,,,,,,,,
RMNY4357,RMNY,4357,,Kolozsvár,1681,Református Kollégium,Debrecen,1738,Adattár,19/2,148,,,,,,,,,,,,
RMNY4375,RMNY,4375,,Nagyszombat,1681,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,264,,,,,,,,,,,,
RMNY4375,RMNY,4375,,Nagyszombat,1681,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,262,,,,,,,,,,,,
RMNY4379,RMNY,4379,,Nagyszombat,1681,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,315,,,,,,,,,,,,
RMNY4383,RMNY,4383,,Nagyszombat,1681,Jezsuita rendház,Zsolna,1712,Adattár,19/1,404,,,,,,,,,,,,
RMNY4397,RMNY,4397,,Csíksomlyó,1682,Ráday-család,Pécel,1730,KKK,7,200,,,,,,,,,,,,
RMNY4397,RMNY,4397,,Csíksomlyó,1682,Bethlen-kollégium,Nagyenyed,1762,KKK,10,29,,,,,,,,,,,,
RMNY4399,RMNY,4399,,Debrecen,1682,Ráday-család,Pécel,1730,KKK,7,171,,,,,,,,,,,,
RMNY4399,RMNY,4399,,Kassa,1682,Ráday-család,Pécel,1730,KKK,7,194,,,,,,,,,,,,
RMNY4399,RMNY,4399,,Debrecen,1682,Váradi György,Losonc,1682,Adattár,13/2,115,,,,,,,,,,,,
RMNY4402,RMNY,4402,,Debrecen,1682,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
RMNY4417,RMNY,4417,,Kolozsvár,1682,Ráday-család,Pécel,1730,KKK,7,182,,,,,,,,,,,,
RMNY4417,RMNY,4417,,Kolozsvár,1682,Bethlen-kollégium,Nagyenyed,1762,KKK,10,389,,,,,,,,,,,,
RMNY4424,RMNY,4424,,Lőcse,1682,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,251,,,,,,,,,,,,
RMNY4424,RMNY,4424,,Lőcse,1682,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,281,,,,,,,,,,,,
RMNY4436,RMNY,4436,,Nagyszombat,1682,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,246,,,,,,,,,,,,
RMNY4436,RMNY,4436,,Kolozsvár,1672,Ráday-család,Pécel,1730,KKK,7,164,,,,,,,,,,,,
RMNY4436,RMNY,4436,,Nagyszombat,1682,Bethlen-kollégium,Nagyenyed,1762,KKK,10,58,,,,,,,,,,,,
RMNY4439,RMNY,4439,,Nagyszombat,1682,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,244,,,,,,,,,,,,
RMNY4440,RMNY,4440,,Nagyszombat,1682,Jezsuita rendház,Zsolna,1712,Adattár,19/1,387,,,,,,,,,,,,
RMNY4441,RMNY,4441,,Nagyszombat,1682,Jezsuita rendház,Zsolna,1712,Adattár,19/1,387,,,,,,,,,,,,
RMNY4444,RMNY,4444,,Nagyszombat,1682,Jezsuita rendház,Zsolna,1712,Adattár,19/1,415,,,,,,,,,,,,
RMNY4462,RMNY,4462,,Debrecen,1683,Ráday-család,Pécel,1730,KKK,7,174,,,,,,,,,,,,
RMNY4462,RMNY,4462,,Debrecen,1683,Csiba Ádám,Győr,1693,Adattár,13/4,154,,,,,,,,,,,,
RMNY4462,RMNY,4462,,Debrecen,1683,Református Kollégium,Debrecen,1738,Adattár,19/2,99,,,,,,,,,,,,
RMNY4469,RMNY,4469,,Kassa,1683,Református Kollégium,Debrecen,1738,Adattár,19/2,124,,,,,,,,,,,,
RMNY4472,RMNY,4472,,Kolozsvár,1683,Bethlen-kollégium,Nagyenyed,1762,KKK,10,219,,,,,,,,,,,,
RMNY4473,RMNY,4473,,Kolozsvár,1683,Bethlen-kollégium,Nagyenyed,1762,KKK,10,214,,,,,,,,,,,,
RMNY4474,RMNY,4474,,Kolozsvár,1683,Bethlen-kollégium,Nagyenyed,1762,KKK,10,65,,,,,,,,,,,,
RMNY4493,RMNY,4493,,Lőcse,1683,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,251,,,,,,,,,,,,
RMNY4514,RMNY,4514,,Debrecen,1684,Református Kollégium,Debrecen,1738,Adattár,19/2,200,,,,,,,,,,,,
RMNY4525,RMNY,4525,,Kassa,1684,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,251,,,,,,,,,,,,
RMNY4526,RMNY,4526,,Kassa,1684,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,251,,,,,,,,,,,,
RMNY4528,RMNY,4528,,Keresd,1684,Ráday-család,Pécel,1730,KKK,7,182,,,,,,,,,,,,
RMNY4528,RMNY,4528,,Keresd,1684,Bethlen-kollégium,Nagyenyed,1762,KKK,10,211,,,,,,,,,,,,
RMNY4534,RMNY,4534,,Kolozsvár,1684,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY4534,RMNY,4534,,Kolozsvár,1684,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
RMNY4558,RMNY,4558,,Nagyszeben,1684,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,112,,,,,,,,,,,,
RMNY4562,RMNY,4562,,Amszterdam,1685,Bethlen-kollégium,Nagyenyed,1762,KKK,10,237,,,,,,,,,,,,
RMNY4562,RMNY,4562,,Amszterdam,1685,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,111,,,,,,,,,,,,
RMNY4582,RMNY,4582,,Debrecen,1685,Ráday-család,Pécel,1730,KKK,7,91,,,,,,,,,,,,
RMNY4582,RMNY,4582,,Debrecen,1685,Református Kollégium,Debrecen,1738,Adattár,19/2,34,,,,,,,,,,,,
RMNY4583,RMNY,4583,,Debrecen,1685,Ráday-család,Pécel,1730,KKK,7,179,,,,,,,,,,,,
RMNY4593,RMNY,4593,,Keresd,1685,Bethlen-kollégium,Nagyenyed,1762,KKK,10,336,,,,,,,,,,,,
RMNY4615,RMNY,4615,,Lőcse,1685,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,305,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
