RMNYStat-ID,RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
RMNY895,RMNY-C3942,RMNY-C,3942,csoportos,eredeti,In 16 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY895,RMNY-C3943,RMNY-C,3943,csoportos,eredeti,In 16 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY895,RMNY-C3944,RMNY-C,3944,csoportos,eredeti,In 16 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY895,RMNY-C3945,RMNY-C,3945,csoportos,eredeti,In 16 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY895,RMNY-C3946,RMNY-C,3946,csoportos,eredeti,In 16 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY895,RMNY-C3947,RMNY-C,3947,csoportos,eredeti,In 16 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY896,RMNY-C3948,RMNY-C,3948,,,,,n.p.,,,,,,,
RMNY897,RMNY-C3949,RMNY-C,3949,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY897,RMNY-C3950,RMNY-C,3950,egyedi,eredeti,München,Nat,1,,,,,,,
RMNY898,RMNY-C3951,RMNY-C,3951,egyedi,phot.,Budapest,Nat,phot.,,,(London),,,,
RMNY898,RMNY-C3952,RMNY-C,3952,egyedi,eredeti,Chicago,Newberry,1,,,,,,,
RMNY898,RMNY-C3953,RMNY-C,3953,egyedi,eredeti,London,BM,2,*,,,,,,
RMNY898,RMNY-C3954,RMNY-C,3954,egyedi,eredeti,Stuttgart,Nat,1,,,,,,,
RMNY898,RMNY-C3955,RMNY-C,3955,csoportos meghatározatlan,Ismeretlen számú példány,,,n.a.,,,,etc.,,,
RMNY899,RMNY-C3956,RMNY-C,3956,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3957,RMNY-C,3957,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3958,RMNY-C,3958,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3959,RMNY-C,3959,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3960,RMNY-C,3960,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3961,RMNY-C,3961,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3962,RMNY-C,3962,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3963,RMNY-C,3963,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3964,RMNY-C,3964,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3965,RMNY-C,3965,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899,RMNY-C3966,RMNY-C,3966,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; etc.",,11 expl.,
RMNY899A,RMNY-C3967,RMNY-C,3967,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY899A,RMNY-C3968,RMNY-C,3968,egyedi,eredeti,Pápa,Ref,4,,,,,,,
RMNY899A,RMNY-C3969,RMNY-C,3969,egyedi,eredeti,Pápa,Ref,4,,,,,,,
RMNY899A,RMNY-C3970,RMNY-C,3970,egyedi,eredeti,Pápa,Ref,4,,,,,,,
RMNY899A,RMNY-C3971,RMNY-C,3971,egyedi,eredeti,Pápa,Ref,4,,,,,,,
RMNY900,RMNY-C3972,RMNY-C,3972,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY901,RMNY-C3973,RMNY-C,3973,egyedi,eredeti,Budapest,Acad,4,*,,,,,,
RMNY901,RMNY-C3974,RMNY-C,3974,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY901,RMNY-C3975,RMNY-C,3975,egyedi,eredeti,Cluj-Napoca,Univ,2,*,,,,,,
RMNY902,RMNY-C3976,RMNY-C,3976,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3977,RMNY-C,3977,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3978,RMNY-C,3978,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3979,RMNY-C,3979,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3980,RMNY-C,3980,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3981,RMNY-C,3981,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3982,RMNY-C,3982,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3983,RMNY-C,3983,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3984,RMNY-C,3984,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3985,RMNY-C,3985,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3986,RMNY-C,3986,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3987,RMNY-C,3987,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY902,RMNY-C3988,RMNY-C,3988,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca, Univ; Debrecen Ref; Tîrgu Mureş; etc.",,13 expl.,
RMNY903,RMNY-C3989,RMNY-C,3989,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY903,RMNY-C3990,RMNY-C,3990,egyedi,eredeti,Sopron,Arch,4,,,,,,,
RMNY903,RMNY-C3991,RMNY-C,3991,egyedi,eredeti,Sopron,Arch,4,,,,,,,
RMNY903,RMNY-C3992,RMNY-C,3992,egyedi,eredeti,Sopron,Arch,4,,,,,,,
RMNY903,RMNY-C3993,RMNY-C,3993,egyedi,eredeti,Sopron,Arch,4,,,,,,,
RMNY904,RMNY-C3994,RMNY-C,3994,egyedi,eredeti,Budapest,Nat,4,*,,,,,,
RMNY904,RMNY-C3995,RMNY-C,3995,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY904,RMNY-C3996,RMNY-C,3996,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY904,RMNY-C3997,RMNY-C,3997,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY904,RMNY-C3998,RMNY-C,3998,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY904,RMNY-C3999,RMNY-C,3999,egyedi,eredeti,Cluj-Napoca,Univ,0,,,,,,,
RMNY905,RMNY-C4000,RMNY-C,4000,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4001,RMNY-C,4001,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4002,RMNY-C,4002,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4003,RMNY-C,4003,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4004,RMNY-C,4004,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4005,RMNY-C,4005,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4006,RMNY-C,4006,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4007,RMNY-C,4007,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4008,RMNY-C,4008,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4009,RMNY-C,4009,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4010,RMNY-C,4010,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4011,RMNY-C,4011,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4012,RMNY-C,4012,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY905,RMNY-C4013,RMNY-C,4013,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS, etc.",,14 expl.,
RMNY906,RMNY-C4014,RMNY-C,4014,,,,,n.p.,,,,,,,
RMNY907,RMNY-C4015,RMNY-C,4015,egyedi,eredeti,Budapest,Acad,3,,,,,,,
RMNY907,RMNY-C4016,RMNY-C,4016,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY907,RMNY-C4017,RMNY-C,4017,egyedi,eredeti,Budapest,Univ,2,*,,,,,,
RMNY907,RMNY-C4018,RMNY-C,4018,egyedi,eredeti,Cluj-Napoca,Acad I,1,,,,,,,
RMNY907,RMNY-C4019,RMNY-C,4019,egyedi,eredeti,Cluj-Napoca,Univ,0,,,,,,,
RMNY907,RMNY-C4020,RMNY-C,4020,egyedi,eredeti,Debrecen,Univ,2,,,,,,,
RMNY907,RMNY-C4021,RMNY-C,4021,egyedi,eredeti,Olomouc,Scient,1,,,,,,,
RMNY907,RMNY-C4022,RMNY-C,4022,egyedi,eredeti,Praha,Strahov,1,,,,,,,
RMNY908,RMNY-C4023,RMNY-C,4023,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY908,RMNY-C4024,RMNY-C,4024,egyedi,eredeti,Debrecen,Univ,4,,,,,,,
RMNY909,RMNY-C4025,RMNY-C,4025,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY909,RMNY-C4026,RMNY-C,4026,egyedi,eredeti,Budapest,Nat,3,*,,,,,,
RMNY909,RMNY-C4027,RMNY-C,4027,egyedi,eredeti,Cluj-Napoca,Theol Ref,0,,,,,,,
RMNY909,RMNY-C4028,RMNY-C,4028,egyedi,eredeti,Debrecen,Ref,1,,,,,,,
RMNY909,RMNY-C4029,RMNY-C,4029,egyedi,eredeti,Debrecen,Ref,2,,,,,,,
RMNY909,RMNY-C4030,RMNY-C,4030,egyedi,eredeti,Sárospatak,Ref,2,,,,,,,
RMNY909,RMNY-C4031,RMNY-C,4031,egyedi,eredeti,Szeged,Univ Lit Hung,4,,,,,,,
RMNY910,RMNY-C4032,RMNY-C,4032,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY910,RMNY-C4033,RMNY-C,4033,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY910,RMNY-C4034,RMNY-C,4034,egyedi,eredeti,Sárospatak,Ref,1,,,,,,,
RMNY910,RMNY-C4035,RMNY-C,4035,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY911,RMNY-C4036,RMNY-C,4036,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY912,RMNY-C4037,RMNY-C,4037,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY912,RMNY-C4038,RMNY-C,4038,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY913,RMNY-C4039,RMNY-C,4039,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY913,RMNY-C4040,RMNY-C,4040,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY913,RMNY-C4041,RMNY-C,4041,egyedi,eredeti,Sárospatak,Ref,2,,,,,,,
RMNY914,RMNY-C4042,RMNY-C,4042,egyedi,eredeti,Budapest,Acad,2,*,,,,,,
RMNY914,RMNY-C4043,RMNY-C,4043,egyedi,phot.,Budapest,Nat,phot.,,,"(Budapest, Acad)",,,,
RMNY914,RMNY-C4044,RMNY-C,4044,egyedi,eredeti,Sárospatak,Ref,1,,,,,,,
RMNY915,RMNY-C4045,RMNY-C,4045,egyedi,eredeti,Budapest,Nat,2,,,,,,,
RMNY915,RMNY-C4046,RMNY-C,4046,egyedi,eredeti,Sárospatak,Ref,1,,,,,,,
RMNY915,RMNY-C4047,RMNY-C,4047,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY916,RMNY-C4048,RMNY-C,4048,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY917,RMNY-C4049,RMNY-C,4049,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY917,RMNY-C4050,RMNY-C,4050,egyedi,eredeti,Bytča,Arch,1,,,,,,,
RMNY918,RMNY-C4051,RMNY-C,4051,,,,,n.p.,,,,,,,
RMNY919,RMNY-C4052,RMNY-C,4052,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4053,RMNY-C,4053,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4054,RMNY-C,4054,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4055,RMNY-C,4055,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4056,RMNY-C,4056,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4057,RMNY-C,4057,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4058,RMNY-C,4058,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4059,RMNY-C,4059,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4060,RMNY-C,4060,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4061,RMNY-C,4061,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4062,RMNY-C,4062,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4063,RMNY-C,4063,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4064,RMNY-C,4064,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4065,RMNY-C,4065,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4066,RMNY-C,4066,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4067,RMNY-C,4067,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4068,RMNY-C,4068,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4069,RMNY-C,4069,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4070,RMNY-C,4070,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4071,RMNY-C,4071,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4072,RMNY-C,4072,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4073,RMNY-C,4073,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4074,RMNY-C,4074,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4075,RMNY-C,4075,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4076,RMNY-C,4076,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4077,RMNY-C,4077,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4078,RMNY-C,4078,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4079,RMNY-C,4079,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4080,RMNY-C,4080,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4081,RMNY-C,4081,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4082,RMNY-C,4082,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4083,RMNY-C,4083,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4084,RMNY-C,4084,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4085,RMNY-C,4085,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4086,RMNY-C,4086,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY919,RMNY-C4087,RMNY-C,4087,csoportos,eredeti,In 28 bibliothecis,,n.a.,,,,"Budapest Acad, Nat; Cluj-Napoca, Acad; Debrecen Ref; Tîrgu Mureş etc.",,36 expl.,
RMNY920,RMNY-C4088,RMNY-C,4088,,,,,n.p.,,,,,,,
RMNY921,RMNY-C4089,RMNY-C,4089,,,,,n.p.,,,,,,,
RMNY922,RMNY-C4090,RMNY-C,4090,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY922,RMNY-C4091,RMNY-C,4091,egyedi,eredeti,Sibiu,Arch,4,*,,,,,,
RMNY923,RMNY-C4092,RMNY-C,4092,,,,,n.p.,,,,,,,
RMNY924,RMNY-C4093,RMNY-C,4093,egyedi,eredeti,Budapest,Nat,3,,,,,,,
RMNY925,RMNY-C4094,RMNY-C,4094,csoportos,eredeti,In 95 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,105 expl.,
RMNY925,RMNY-C4095,RMNY-C,4095,csoportos,eredeti,In 95 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,105 expl.,
RMNY925,RMNY-C4096,RMNY-C,4096,csoportos,eredeti,In 95 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,105 expl.,
RMNY925,RMNY-C4097,RMNY-C,4097,csoportos,eredeti,In 95 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,105 expl.,
RMNY925,RMNY-C4098,RMNY-C,4098,csoportos,eredeti,In 95 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,105 expl.,
RMNY925,RMNY-C4099,RMNY-C,4099,csoportos,eredeti,In 95 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,105 expl.,
RMNY925,RMNY-C4100,RMNY-C,4100,csoportos,eredeti,In 95 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,105 expl.,
RMNY925,RMNY-C4101,RMNY-C,4101,csoportos,eredeti,In 95 bibliothecis,,n.a.,,,,"Budapest Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,105 expl.,
