id,00Bibliográfia,01Sorszám_RMNY,01Sorszám_RMNY-S,13Lelöhely,13Lelöhely_count,15Olim,15Olim_count
ermk7088,RMNY,1210,,Budapest Acad phot. – Kežmarok Ev 1,1,,0
ermk7089,RMNY,1211,,Budapest Nat 4,1,,0
ermk7091,RMNY,1212,,Budapest Nat 4,1,,0
ermk7092,RMNY,1213,,Budapest Nat 4,1,,0
ermk7093,RMNY,1214,,Budapest Endrey Walter 4 – Budapest Nat 4 4 + phot. suppl.,3,,0
ermk7095,RMNY,1215,,Budapest Nat 4,1,,0
ermk7096,RMNY,1216,,Budapest Acad 1 – Budapest Nat phot. (Budapest Acad) – Tîrgu Mureş 1,2,,0
ermk7097,RMNY,1217,Vacat!,,0,,0
ermk7098,RMNY,1218,Vacat!,,0,,0
,RMNY,1219,,Budapest Acad 2 – Budapest Gergely 2* (B-var.) – Budapest Nat 2* (B-var.) + phot. partim suppl. (Cluj Acad II) – Cluj-Napoca Acad II 3* (А-var.) – Cluj-Napoca Univ О – Sárospatak Ref 2* (B-var.) 3 – Tîrgu Mureş 2,8,"Debrecen, Lugossy József (cf. Szepsi Csombor Márton összes művei. Bp. 1968, 439) – Szeged, Kegyesrendi ház – Torda, unitár. gymn.",3
ermk7101,RMNY,1220,,Budapest Acad phot. – Levoča Ev 1,1,,0
ermk7102,RMNY,1221,,Budapest Acad 3 – Budapest Nat phot.,1,,0
ermk7103,RMNY,1222,,"In 14 bibliothecis 27 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca Acad – Sárospatak Ref – Tîrgu Mureş – etc.",27,,0
ermk7104,RMNY,1223,,,0,,0
ermk7105,RMNY,1224,,Budapest Nat 2 – Budapest Univ 1,2,,0
ermk7106,RMNY,1225,,Budapest Nat phot. (Cluj-Napoca) – Cluj-Napoca Acad III 2 – Sibiu Mus 2,2,,0
ermk7107,RMNY,1226,,Budapest Nat 4,1,,0
ermk7108,RMNY,1227,,"Budapest Nat phot. (Genève, Kežmarok) – Genève Mus Ref 1 – Kežmarok Ev 2",2,,0
ermk7110,RMNY,1228,,,0,,0
ermk7111,RMNY,1229,,,0,,0
ermk7112,RMNY,1230,,Budapest Nat 1 1,2,,0
ermk7113,RMNY,1231,,Budapest Acad phot. – Kežmarok Ev 1,1,,0
ermk7114,RMNY,1232,,Budapest Acad 2* – Budapest Nat phot.,1,,0
ermk7125,RMNY,1233,,Brno Univ 1 – Budapest Nat phot.,1,,0
ermk7126,RMNY,1234,,Budapest Acad 3 – Budapest Nat phot. (Wien) – Wien Nat 1,2,,0
ermk7128,RMNY,1235,,,0,,0
ermk7129,RMNY,1236,,"In 22 bibliothecis 32 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",32,,0
ermk7131,RMNY,1237,,"In 10 bibliothecis 12 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – etc.",12,,0
,RMNY,1238,,"In 15 bibliothecis 22 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş etc.",22,,0
,RMNY,1239,,"In 43 bibliothecis 77 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Martin MS – Sárospatak Ref – Tîrgu Mureş etc.",77,,0
ermk7135,RMNY,1240,Vacat!,,0,,0
ermk7136,RMNY,1241,,Budapest Acad 1 – Budapest Nat 1 1 – Budapest Univ 1 – Debrecen Ref 1 – Sárospatak Ref 1,6,,0
ermk7137,RMNY,1242,,Budapest Nat 1 – Cluj-Napoca Univ O,2,Pannonhalma,1
ermk7138,RMNY,1243,,,0,,0
ermk7139,RMNY,1244,,,0,,0
ermk7140,RMNY,1245,,Budapest Nat phot. (Tîrgu Mureş) – Budapest Univ 3* – Tîrgu Mureş 1,2,,0
ermk7141,RMNY,1246,,,0,,0
ermk7142,RMNY,1247,,Budapest Nat phot. – Debrecen Ref 1,1,,0
ermk7143,RMNY,1248,,Budapest Acad phot. – Levoča Ev 1,1,,0
ermk7144,RMNY,1249,,,0,,0
ermk7145,RMNY,1250,,,0,,0
ermk7146,RMNY,1251,,"In 11 bibliothecis 13 expl. – Budapest: Acad, Nat, Ref – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",13,,0
ermk7147,RMNY,1252,,Budapest Nat phot. – Cluj-Napoca Acad III 1 1,2,"Sárospatak, ref. coll.",1
ermk7148,RMNY,1253,,"Budapest Acad 2 – Budapest Nat 3 + phot. (Budapest Acad, Cluj) – Cluj-Napoca Univ O*",3,"Székelykeresztúr, unit. gymn.",1
ermk7149,RMNY,1254,,Budapest Nat 2,1,,0
ermk7150,RMNY,1255,,Budapest Acad 1 1 – Budapest Nat 1 – Dolný Kubín 1,4,,0
ermk7154,RMNY,1256,,Budapest Nat phot. – Miskolc Scient 1,1,,0
ermk7155,RMNY,1257,,Budapest Nat phot. – Miskolc Scient 1,1,,0
ermk7156,RMNY,1258,,Budapest Nat 2* (Kiss Áron) – Cluj-Napoca Univ O,2,,0
ermk7157,RMNY,1259,,Budapest Nat 1 – Budapest Univ 1,2,,0
ermk7158,RMNY,1260,,Budapest Gergely Rezső 2*,1,,0
ermk7160,RMNY,1261,,,0,,0
ermk7161,RMNY,1262,,"In 16 bibliothecis 23 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",23,,0
ermk7162,RMNY,1263,,Budapest Nat phot. – Miskolc Scient 2*,1,,0
ermk7163,RMNY,1264,,Budapest Nat phot. – Martin MS 2*,1,,0
ermk7165,RMNY,1265,,Budapest Nat phot. – Tîrgu Mureş 2*,1,,0
ermk7167,RMNY,1266,,Budapest Nat 2,1,"Kassa, jogakad.",1
ermk7168,RMNY,1267,,Budapest Nat phot. – Tîrgu Mureş 1,1,,0
ermk7169,RMNY,1268,,Budapest Acad 1 – Budapest Arch 1 – Budapest Nat 1,3,"Kolozsvár, Erdélyi Múzeum (2 expl.; ErdOgyEml VIII 118)",2
ermk7171,RMNY,1269,,,0,,0
ermk7172,RMNY,1270,,"In 13 bibliothecis 14 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca Univ – Debrecen Ref – etc.",14,,0
ermk7173,RMNY,1271,,Budapest Nat phot. (Cluj) – Cluj-Napoca Acad III 2 – Esztergom OFM 2,2,"Székelyudvarhely, ref. koll.",1
ermk7174,RMNY,1272,,Budapest Nat 1,1,,0
ermk7175,RMNY,1273,,Budapest Acad phot. – Budapest Nat phot. – Dolný Kubín 1,1,,0
ermk7176,RMNY,1274,,Budapest Nat 1,1,,0
ermk7177,RMNY,1275,,Kežmarok Ev 1,1,,0
ermk7178,RMNY,1276,,Budapest Acad phot. – Martin MS 1,1,,0
ermk7179,RMNY,1277,,Budapest Acad phot. – Martin MS 2*,1,,0
ermk7180,RMNY,1278,,Budapest Acad phot. – Budapest Nat phot. – Dolný Kubín 1,1,,0
ermk7181,RMNY,1279,,Budapest Nat phot. – Debrecen Ref 1,1,,0
ermk7182,RMNY,1280,,Budapest Acad 3* – Budapest Nat 1 – Kremnica Ev O,3,,0
ermk7185,RMNY,1281,,Budapest Nat phot. – Jena Univ 1,1,,0
ermk7186,RMNY,1282,,Budapest Nat phot. – Sighişoara 2*,1,,0
ermk7187,RMNY,1283,,Budapest Acad 1 1 – Budapest Nat 1 – Cluj-Napoca Acad II 2,4,"Sárospatak, ref. coll.",1
ermk7188,RMNY,1284,,Bardejov Mus 1 – Budapest Nat phot.,1,,0
ermk7189,RMNY,1285,,Budapest Nat 1,1,,0
ermk7190,RMNY,1286,,Budapest Nat 1,1,"Kolozsvár, Erdélyi Múzeum (2 expl.; ErdOgyEml VIII 135)",2
ermk7191,RMNY,1287,,Budapest Acad 3* – Budapest Nat 1 2* – Budapest Univ 2 – Keszthely 2* – Kežmarok Ev O – Martin MS 1,7,,0
ermk7192,RMNY,1288,,,0,,0
ermk7193,RMNY,1289,,Alba Iulia O – Budapest Acad 2 – Budapest Nat 1 2* – Budapest Univ 3 3 – Cluj-Napoca Acad I 1 – Cluj-Napoca Acad II 4,8,"Kolozsvár, minor. zárda – Rozsnyó, franc. zárda – Szeged, minor. zárda – Székelykeresztúr, unitár. gymn.",4
ermk7194,RMNY,1290,,,0,"Székelykeresztúr, unit. gymn.",1
ermk7195,RMNY,1291,,,0,"Székelykeresztúr, unit. gymn.",1
ermk7196,RMNY,1292,,,0,,0
ermk7198,RMNY,1293,,"In 43 bibliothecis 71 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Martin MS – Sárospatak Ref – Tîrgu Mureş – etc.",71,,0
ermk7199,RMNY,1294,,Budapest Nat 1,1,,0
ermk7200,RMNY,1295,,Budapest Nat 2 (Lugossy) + phot. (Cluj) – Cluj-Napoca Univ 2,2,,0
ermk7201,RMNY,1296,,Berlin Univ Inst 1 – Budapest Nat phot. (Debrecen) – Debrecen Ref 1 – Sárospatak Ref 3*,3,,0
ermk7202,RMNY,1297,,Aiud 2 – Bratislava Acad 1 – Budapest Acad 2 – Budapest Acad Lingu 2* – Budapest Nat 2* 2* – Budapest Univ 2 – Cluj-Napoca Acad III 2 – Cluj-Napoca Univ O,9,,0
ermk7203,RMNY,1298,,"Budapest Nat phot. (Cluj, Pápa) – Cluj Univ 4 – Pápa Ref 4*",2,,0
ermk7204,RMNY,1299,,Budapest Acad 1 – Budapest Nat 1 3* – Cluj-Napoca Univ O – Sárospatak Ref 1 – Tîrgu Mureş 2,6,"Debrecen, Lugossy József",1
ermk7205,RMNY,1300,,Budapest Acad 2 – Budapest Nat 2 2 – Cluj-Napoca Acad I 2 – Cluj-Napoca Acad II 3 – Cluj-Napoca Univ O – Debrecen Ref 1 – Sárospatak Ref 1 – Tîrgu Mureş 1 1,10,"Debrecen, Lugossy József – Máramarossziget, Szilágyi István",2
ermk7206,RMNY,1301,,Budapest Acad 2* – Budapest Nat 2* 2* – Budapest Univ 2* – Cluj-Napoca Univ O O – Esztergom Dioec 2 – Sárospatak Ref 2 – Tîrgu Mureş 2,9,"Debrecen, Lugossy József",1
ermk7207,RMNY,1302,,Budapest Nat 1,1,,0
ermk7208,RMNY,1303,,Budapest Nat phot.? – Debrecen Ref 4,1,Sepsiszentgyörgy Cserey-Múzeum (MKsz 1879: 120),1
ermk7209,RMNY,1304,,Budapest Nat phot. – Cluj-Napoca Univ 4,1,,0
ermk7210,RMNY,1305,,Budapest Nat 1,1,"Kolozsvár, Erdélyi Múzeum (2 expl.; ErdOgyEml VIII 239)",1
,RMNY,1306,,"In 15 bibliothecis 30 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş etc.",30,,0
ermk7212,RMNY,1307,,"In 15 bibliothecis 30 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",30,,0
ermk7213,RMNY,1308,,"In 22 bibliothecis 40 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",40,,0
ermk7214,RMNY,1309,,Budapest Nat 4,1,,0
ermk7215,RMNY,1310,,Budapest Nat 1 – Budapest Univ 2 – Cluj-Napoca Univ 1,3,,0
ermk7216,RMNY,1311,,Budapest Acad 1 – Budapest Nat phot.,1,,0
ermk7217,RMNY,1312,,Budapest Acad 1 – Budapest Nat phot. (Cluj) – Cluj-Napoca Univ 2*,2,,0
ermk7218,RMNY,1313,,,0,,0
ermk7219,RMNY,1314,,Budapest Nat 4,1,,0
ermk7220,RMNY,1315,,Budapest Nat 4 4 4,3,,0
ermk7221,RMNY,1316,,,0,,0
ermk7222,RMNY,1317,,Budapest Nat 3 4,2,,0
ermk7224,RMNY,1318,,Budapest Nat 1,1,,0
ermk7227,RMNY,1319,,Budapest Nat 1 – Budapest Ref 1 – Budapest Univ 1 – Cluj-Napoca Univ O – Esztergom Dioec 3 – Kecskemét Arch 4,6,,0
ermk7228,RMNY,1320,Vacat!,,0,,0
ermk7229,RMNY,1321,,,0,,0
ermk7230,RMNY,1322,,,0,"Brassó, ev. gimn. (Gross, Kronstädter 196)",1
ermk7231,RMNY,1323,,Budapest Acad 1 – Budapest Nat phot.,1,,0
ermk7233,RMNY,1324,,Budapest Nat 4 + phot. (Eisenstadt) – Eisenstadt Eszterházy 1,2,,0
ermk7234,RMNY,1325,,Budapest Nat 1,1,,0
ermk7235,RMNY,1326,,Budapest Nat 4* 4* + phot. – Eisenstadt Eszterházy O*,3,,0
ermk7236,RMNY,1327,,Budapest Nat 3* 4 – Debrecen Univ 4,3,"Sárospatak, ref. coll. (MKsz 1911: 156)",1
ermk7237,RMNY,1328,,Budapest Nat 4 (Knauz Nándor),1,,0
ermk7238,RMNY,1329,,Budapest Arch 1 – Budapest Nat 1 – Budapest Univ 1,3,"Kolozsvár, Erdélyi Múzeum (2 expl.; ErdOgyEml VIII 273)",1
ermk7239,RMNY,1330,,Budapest Acad 2 – Budapest Nat 2 4 (Lugossy) – Budapest Univ 4,4,,0
ermk7240,RMNY,1331,,,0,"Nagyszeben, Szász nemz. levéltár (ErdOgyEml VIII 302)",1
ermk7241,RMNY,1332,,Budapest Nat 1 – Kraków Czartoryski 1 – Prešov Scient 1,3,,0
ermk7242,RMNY,1333,,Budapest Nat 2*,1,,0
,RMNY,1334,,"In 9 bibliothecis 13 expl. – Budapest: Acad, Nat – Cluj-Napoca: Acad, Univ – Debrecen Ref – Martin MS – Sárospatak Ref – Tîrgu Mureş etc.",13,,0
ermk7244,RMNY,1335,,,0,,0
ermk7245,RMNY,1336,,,0,,0
ermk7246,RMNY,1337,,Budapest Acad phot. – Levoča Arch 1,1,,0
ermk7247,RMNY,1338,,Budapest Nat 2*,1,,0
ermk7248,RMNY,1339,,Budapest Nat 2*,1,,0
ermk7250,RMNY,1340,,,0,,0
ermk7251,RMNY,1341,,Budapest Nat 1 – Levoča Ev O – Sárospatak Ref 1,3,,0
ermk7252,RMNY,1342,,Budapest Nat 4,1,Lőcse (ld. szövegkiadás),1
ermk7254,RMNY,1343,,Budapest Acad 2 – Budapest Nat 1 – Cluj-Napoca Acad II 1 – Debrecen Ref 3* – Eisenstadt Eszterházy 1 – Kecskemét Ref 3 – Pápa Ref 1 2,8,,0
ermk7255,RMNY,1344,,Budapest Nat 4 4,2,,0
ermk7256,RMNY,1345,,Budapest Nat phot. (Zagreb) – Cluj-Napoca Theol Ref O – Kežmarok Ev O – Zagreb Univ 2*,3,,0
ermk7257,RMNY,1346,,"In 22 bibliothecis 27 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca Acad – Debrecen Ref – Martin MS – etc.",27,,0
ermk7259,RMNY,1347,,Budapest Acad 1 2 – Budapest Nat 1 – Budapest Univ 1 – Cluj-Napoca Acad III 1 2 – Cluj-Napoca Univ O – Debrecen Ref 2 – Odorhei 3 – Sárospatak Ref 2*,10,"Debrecen, Lugossy József – Miskolc, ref. gymn.",1
ermk7260,RMNY,1348,,Budapest Nat phot. – Budapest Univ 2*,1,,0
ermk7261,RMNY,1349,,Budapest Acad 2 – Budapest Nat 4 + phot.,2,,0
ermk7262,RMNY,1350,,Budapest Nat phot. – Bardejov Mus 2,1,,0
ermk7263,RMNY,1351,,"In 16 bibliothecis 26 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca Acad – Sárospatak Ref – Tîrgu Mureş – etc.",26,,0
ermk7264,RMNY,1352,,"In 82 bibliothecis 195 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Martin MS – Sárospatak Ref – etc.",195,,0
ermk7265,RMNY,1353,,,0,,0
ermk7266,RMNY,1354,,Budapest Gergely Rezső 2* – Budapest Nat 4* + phot. (Eisenstadt) – Debrecen Ref 4* 4* – Eisenstadt Eszterházy 1 – Pápa Ref 4,6,,0
ermk7267,RMNY,1355,,Budapest Nat 4 + phot. (Pápa) – Cluj-Napoca Univ 3 – Pápa Ref 4,3,,0
ermk7268,RMNY,1356,,Budapest Arch 1 – Budapest Nat 1 4 – Cluj-Napoca Univ O,4,"Kolozsvár, Erdélyi Múzeum (+ 2 expl.; ErdOgyEml VIII 326)",1
ermk7269,RMNY,1357,,Budapest Nat 3 4 4 4 4 4 + phot. – Tîrgu Mureş 2*,7,,0
ermk7270,RMNY,1358,,Budapest Nat 1,1,,0
ermk7271,RMNY,1359,,Budapest Acad 1 – Budapest Nat 1,2,,0
ermk7272,RMNY,1360,,Aiud 2 – Budapest Nat 2 + phot. (Cluj) – Budapest Univ 2* – Cluj-Napoca Univ 1 – Tîrgu Mureş 1,5,,0
ermk7273,RMNY,1361,,Budapest Nat 1,1,,0
ermk7274,RMNY,1362,,,0,,0
ermk7275,RMNY,1363,,Budapest Nat 1 2,2,,0
ermk7276,RMNY,1364,,"In 8 bibliothecis 11 expl. – Budapest: Acad, Nat, Ref, Univ – etc.",11,,0
ermk7277,RMNY,1365,,Budapest Acad 2 – Budapest Nat 1,2,,0
ermk7278,RMNY,1366,,Budapest Nat 1 1 – Levoča Ev O – Martin MS 1,4,,0
ermk7279,RMNY,1367,,,0,,0
ermk7280,RMNY,1368,,,0,,0
ermk7281,RMNY,1369,,Budapest Nat 3*,1,,0
ermk7282,RMNY,1370,,Budapest Nat 4* 4 4,3,,0
ermk7284,RMNY,1371,,,0,,0
ermk7285,RMNY,1372,,Budapest Acad 1 – Budapest Nat 2* – Debrecen Ref 2* – Košice Scient 2* – Sárospatak Ref 2 3 – Tîrgu Mureş 2,7,,0
ermk7287,RMNY,1373,Vacat!,,0,,0
ermk7288,RMNY,1374,,,0,,0
ermk7290,RMNY,1375,,"In 76 bibliothecis 77 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca Univ – etc.",77,,0
ermk7291,RMNY,1376,,"In 30 bibliothecis 43 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca Acad – Debrecen Ref – Martin MS – Sárospatak Ref – etc.",43,,0
ermk7292,RMNY,1377,,Budapest Univ 1,1,,0
ermk7293,RMNY,1378,,,0,,0
ermk7294,RMNY,1379,,,0,,0
ermk7295,RMNY,1380,,"In 16 bibliothecis 22 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – etc.",22,,0
ermk7296,RMNY,1381,,Budapest Nat phot. – Cluj-Napoca Univ 4*,1,,0
ermk7297,RMNY,1382,,Budapest Nat 1,1,"Kolozsvár, Erdélyi Múzeum (2 expl.; ErdOgyEml VIII 372)",1
ermk7298,RMNY,1383,,Budapest Acad 2 – Budapest Nat phot.,1,,0
ermk7299,RMNY,1384,,Sibiu Mus 1,1,,0
ermk7300,RMNY,1385,,Budapest Nat 1 – Cluj-Napoca Univ 1,2,,0
ermk7301,RMNY,1386,,Budapest Nat phot. – Tîrgu Mureş 1,1,,0
ermk7303,RMNY,1387,,Budapest Nat 4,1,,0
ermk7304,RMNY,1388,,,0,,0
ermk7305,RMNY,1389,,Budapest Nat phot. – Martin MS 1,1,,0
ermk7306,RMNY,1390,,Budapest Nat 3*,1,,0
ermk7307,RMNY,1391,,Budapest Acad 3 – Budapest Gergely 2 – Budapest Nat 1 2 – Cluj-Napoca Theol Ref 2*,5,,0
ermk7308,RMNY,1392,,,0,,0
ermk7309,RMNY,1393,,Budapest Nat phot. (Cluj) – Budapest Ref 1 – Cluj-Napoca Univ 1 – Sárospatak Ref 1,3,,0
ermk7310,RMNY,1394,,,0,,0
ermk7311,RMNY,1395,,Budapest Nat 2* + phot. (Cluj Univ) – Cluj-Napoca Theol Ref 2 – Cluj-Napoca Univ 2,3,,0
ermk7312,RMNY,1396,,,0,,0
ermk7313,RMNY,1397,,,0,,0
ermk7315,RMNY,1398,,Budapest Nat 1 4,2,,0
ermk7316,RMNY,1399,,Budapest Nat 1 (A-var.) 1 (B-var.) 2,3,,0
,RMNY,1400,,"In 38 bibliothecis 58 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Martin MS – Sárospatak Ref – Tîrgu Mureş etc.",58,,0
ermk7319,RMNY,1401,,Berlin Univ Inst 1 – Budapest Acad 1 – Budapest Arch 1 – Budapest Ev 2* – Budapest Nat 1,5,,0
ermk7320,RMNY,1402,,Budapest Nat phot. – Wien Nat 1,1,,0
ermk7321,RMNY,1403,,,0,,0
ermk7322,RMNY,1404,,"In 8 bibliothecis 11 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca Univ – etc.",11,,0
ermk7323,RMNY,1405,,Budapest Nat 4 + phot. suppl. – Pápa Ref 4,2,,0
ermk7324,RMNY,1406,,Braşov Ev 1 – Budapest Nat phot.,1,,0
ermk7325,RMNY,1407,,Budapest Nat 1,1,,0
ermk7326,RMNY,1408,,,0,,0
ermk7327,RMNY,1409,,,0,,0
ermk7328,RMNY,1410,,,0,,0
ermk7330,RMNY,1411,,Budapest Arch 1 – Budapest Nat phot.,1,,0
ermk7331,RMNY,1412,,Budapest Nat 2*,1,,0
ermk7332,RMNY,1413,,,0,,0
ermk7333,RMNY,1414,,Budapest Acad 2 – Budapest Nat phot.,1,,0
ermk7334,RMNY,1415,,Budapest Nat phot. – Kremnica Ev 1,1,,0
ermk7335,RMNY,1416,,Budapest Acad 2* – Budapest Nat phot. (Cluj) – Cluj-Napoca Univ 1,2,,0
ermk7336,RMNY,1417,,Budapest Nat 2*,1,,0
ermk7337,RMNY,1418,,,0,"Budapest, Széll Farkas",1
ermk7338,RMNY,1419,,"In 18 bibliothecis 23 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca Univ – Debrecen Ref – Sárospatak Ref – etc.",23,,0
ermk7339,RMNY,1420,,Budapest Nat 2* (Csorna),1,,0
ermk7341,RMNY,1421,,Budapest Acad 1 – Budapest Nat 1 – Budapest Univ 1 – Kremnica MS 2 – Martin MS 2,5,,0
ermk7342,RMNY,1422,,Budapest Acad 3 – Budapest Nat 2 (Nyitra) 3,3,,0
ermk7344,RMNY,1423,,Budapest Nat 2* 2* – Cluj-Napoca Acad II 2 – Halle Hung 1 – Martin MS 2* – Praha Mus 1,6,,0
ermk7345,RMNY,1424,,Budapest Nat 3*,1,,0
ermk7346,RMNY,1425,,,0,,0
ermk7348,RMNY,1426,,Budapest Nat 4* 4* + 9 expl. 4 – Debrecen Ref 4* – Debrecen Univ 4*,13,,0
ermk7349,RMNY,1427,,"In 15 bibliothecis 20 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",20,,0
ermk7350,RMNY,1428,,Budapest Acad phot. – Cluj Acad I 1,1,,0
ermk7351,RMNY,1429,,Budapest Nat phot. – Cluj-Napoca Univ 1,1,"Kolozsvár, Erdélyi Múzeum (+ 1 expl.: ErdOgyEml VIII 498)",2
ermk7352,RMNY,1430,,Budapest Nat 1,1,,0
ermk7353,RMNY,1431,,,0,,0
ermk7354,RMNY,1432,,,0,,0
ermk7355,RMNY,1433,,Budapest Nat phot. (Praha) – Cluj-Napoca Acad III 1 – Praha Acad 1 – Spišská Nová Ves Ev 3*,3,,0
ermk7356,RMNY,1434,,Budapest Nat phot. – Cluj-Napoca Acad III 1,1,,0
ermk7357,RMNY,1435,,Budapest Acad 3* – Budapest Nat phot.,1,,0
ermk7358,RMNY,1436,,Budapest Acad 3 – Budapest Nat phot.,1,,0
ermk7359,RMNY,1437,,,0,,0
,RMNY,1438,,Budapest Acad phot. – Martin MS 1,1,,0
,RMNY,1439,,Budapest Acad 3* – Budapest Nat 2 2 + phot. suppl. (Martin) – Debrecen Ref (Máramarossziget) 2* – Martin MS 2 – PreSov Scient 2,6,"Csetnek, gömöri ev. esp.",1
ermk7362,RMNY,1440,,Budapest Acad 1 – Budapest Nat 1 – Martin MS 2 – Prešov Scient 1,4,,0
ermk7363,RMNY,1441,,Budapest Acad 2* – Budapest Nat phot.,1,,0
ermk7364,RMNY,1442,,Budapest Acad phot. – Martin MS 1,1,,0
ermk7365,RMNY,1443,,"Bratislava Acad 1 – Budapest Acad phot. (Bratislava, Levoča) – Levoča Ev 1",2,,0
ermk7366,RMNY,1444,,,0,,0
ermk7367,RMNY,1445,,Budapest Acad 3 – Budapest Nat phot.,1,,0
ermk7370,RMNY,1446,,,0,,0
ermk7371,RMNY,1447,,Budapest Arch 1 – Budapest Nat phot.,1,,0
ermk7372,RMNY,1448,,"In 40 bibliothecis 67 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Martin MS – Sárospatak Ref – etc.",67,,0
ermk7375,RMNY,1449,,,0,,0
ermk7376,RMNY,1450,,,0,,0
ermk7377,RMNY,1451,,Budapest Nat 3,1,,0
ermk7379,RMNY,1452,,Budapest Nat 2*,1,,0
ermk7380,RMNY,1453,,"Budapest Nat phot. (Cluj, Debrecen) – Cluj-Napoca Univ 2* – Debrecen Ref 1 – Prešov Scient O",3,"Sepsiszentgyörgy, Székely Múz.",1
ermk7381,RMNY,1454,,Budapest Nat 3 4,2,,0
ermk7382,RMNY,1455,,,0,,0
ermk7383,RMNY,1456,,,0,,0
ermk7384,RMNY,1457,,Budapest Acad 1 (Majláth Béla) – Budapest Nat phot.,1,,0
ermk7385,RMNY,1458,,,0,,0
ermk7386,RMNY,1459,,,0,"Sárospatak, ref. coll.",1
ermk7387,RMNY,1460,,,0,,0
ermk7388,RMNY,1461,,,0,"Sárospatak, ref. coll.",1
ermk7389,RMNY,1462,,Budapest Nat 1 – Cluj-Napoca Univ 1,2,"Kolozsvár, Erdélyi Múzeum (+ expl.; ErdOgyEml VIII 498).",3
ermk7390,RMNY,1463,,Budapest Nat 1 1 1 – Cluj-Napoca Univ O O,5,,0
ermk7391,RMNY,1464,,Budapest Nat 1 – Budapest Univ 1 – Cluj-Napoca Univ O,3,,0
ermk7392,RMNY,1465,,Budapest Nat 1 – Cluj-Napoca Univ O,2,"Kolozsvár, Erdélyi Múzeum (+ 1 expl.; ErdOgyEml IX 156)",2
ermk7393,RMNY,1466,,,0,"Budapest, Akad.",1
ermk7394,RMNY,1467,,Budapest Acad 2 2 – Budapest Nat 2 2 – Budapest Ref 2 – Budapest Univ 1 – Cluj-Napoca Univ O – Debrecen Ref 1 – Tîrgu Mureş O,9,,0
ermk7395,RMNY,1468,,Budapest Acad phot. – Cluj-Napoca Acad I 1,1,,0
ermk7396,RMNY,1469,,,0,"Nagyszeben, erdélyi evangélikus egyházkerület",1
ermk7397,RMNY,1470,,Sibiu Mus 1,1,"Sárospatak, ref. coll.",1
ermk7398,RMNY,1471,,Sibiu Mus 1,1,"Sárospatak, ref. coll.",1
ermk7399,RMNY,1472,,,0,,0
ermk7400,RMNY,1473,,Bratislava Acad 2* – Budapest Acad phot.,1,,0
ermk7401,RMNY,1474,,Budapest Acad phot. – Revúca Ev 2*,1,,0
ermk7402,RMNY,1475,,Budapest Nat 1,1,,0
ermk7403,RMNY,1476,,Budapest Nat 3*,1,,0
ermk7405,RMNY,1477,,Budapest Nat phot. partim – Cluj-Napoca Acad 1,1,,0
ermk7407,RMNY,1478,,,0,,0
ermk7408,RMNY,1479,,Berlin Univ Inst 1 – Budapest Nat phot.,1,,0
ermk7409,RMNY,1480,,Budapest Nat 4,1,,0
ermk7411,RMNY,1481,,,0,,0
