01Sorszám_RMNY,01Sorszám_RMNY-S,cities,olimCities
1148,,Sibiu=1,
1149,,Budapest=1,
1150,,,
1151,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1, Tîrgu Mureş=1",
1152,,"Budapest:=3, Cluj-Napoca=1, Debrecen=1",
1153,,Budapest=2,Sárospatak
1154,,"Budapest=4, Pannonhalma=1",
1155,,"Budapest=2, Prešov=1",Miskolc
1156,,Budapest=2,
1157,,Levoča=1,
1158,,Budapest=1,
1159,,Wolfenbüttel=5,
1160,,Esztergom=1,
1161,,"Budapest=6, Pannonhalma=5",
1162,,,
1163,,,
1164,,"Budapest=3, Kalocsa=1, Kežmarok=2, Levoča=1, Sibiu=2",
1165,,Budapest=1,
1166,,"Alba Iulia=1, Budapest=5, Cluj-Napoca=1, Debrecen=1, Esztergom=1, Tîrgu Mureş=1","Miskolc, Sárospatak"
1167,Vacat!,,
1168,,,
1169,,,
1170,,Budapest=2,
1171,,"Budapest=2, Cluj-Napoca=3, Debrecen=1, Sárospatak=2","Budapest, Dés, Debrecen, Erdőszáda"
1172,,Budapest=1,
1173,,"Budapest=1, Cluj-Napoca=1, Pápa=1",
1174,,"Budapest:=3, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1175,,Budapest=1,
1176,,,
1177,,"Budapest=3, Cluj-Napoca=1, Debrecen=1",
1178,,Budapest=1,
1179,,"Budapest=1, Tîrgu Mureş=1","Debrecen, Gyulafehérvár"
1180,,Gyöngyös=1,
1181,,Wolfenbüttel=1,
1182,,Budapest=1,
1183,,,
1184,,"Budapest=3, Cluj-Napoca=1, Martin=1",
1185,,Budapest=3,Kolozsvár
1186,,,
1187,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Tîrgu Mureş=1",
1188,,,
1189,,Budapest=1,
1190,,Martin=1,
1191,,Levoča=1,
1192,,"Budapest=3, Cluj-Napoca=1",
1193,,"Budapest:=4, Cluj-Napoca=1, Debrecen=1, Martin=1, Sárospatak=1",
1194,,,Máramarossziget
1195,,,Máramarossziget
1196,,,
1197,,Budapest=1,
1198,,Sibiu=1,
1199,,Budapest=1,
1200,A,Budapest=1,
1200,Vacat!,,
1201,,Budapest=1,
1202,,Budapest=2,
1203,,Budapest=3,Eger
1204,,Budapest=3,
1205,,Budapest=2,
1206,,,
1207,,London=1,
1208,,Budapest=1,"Kassa, Marosvásárhely"
1209,,"Budapest=2, Cluj-Napoca=1, Debrecen=1, Győr=1, Leipzig=1, Sárospatak=1, Tîrgu Mureş=1",
1210,,Kežmarok=1,
1211,,Budapest=1,
1212,,Budapest=1,
1213,,Budapest=1,
1214,,Budapest=3,
1215,,Budapest=1,
1216,,"Budapest=1, Tîrgu Mureş=1",
1217,Vacat!,,
1218,Vacat!,,
1219,,"Budapest=3, Cluj-Napoca=2, Sárospatak=2, Tîrgu Mureş=1","Debrecen, Szeged, Torda"
1220,,Levoča=1,
1221,,Budapest=1,
1222,,"Budapest:=4, Cluj-Napoca=1, Sárospatak=1, Tîrgu Mureş=1",
1223,,,
1224,,Budapest=2,
1225,,"Cluj-Napoca=1, Sibiu=1",
1226,,Budapest=1,
1227,,"Genève=1, Kežmarok=1",
1228,,,
1229,,,
1230,,Budapest=2,
1231,,Kežmarok=1,
1232,,Budapest=1,
1233,,Brno=1,
1234,,"Budapest=1, Wien=1",
1235,,,
1236,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1237,,"Budapest:=3, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1",
1238,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1239,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1, Tîrgu Mureş=1",
1240,Vacat!,,
1241,,"Budapest=4, Debrecen=1, Sárospatak=1",
1242,,"Budapest=1, Cluj-Napoca=1",Pannonhalma
1243,,,
1244,,,
1245,,"Budapest=1, Tîrgu Mureş=1",
1246,,,
1247,,Debrecen=1,
1248,,Levoča=1,
1249,,,
1250,,,
1251,,"Budapest:=3, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1252,,Cluj-Napoca=2,Sárospatak
1253,,"Budapest=2, Cluj-Napoca=1",Székelykeresztúr
1254,,Budapest=1,
1255,,"Budapest=3, Dolný Kubín=1",
1256,,Miskolc=1,
1257,,Miskolc=1,
1258,,"Budapest=1, Cluj-Napoca=1",
1259,,Budapest=2,
1260,,Budapest=1,
1261,,,
1262,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1263,,Miskolc=1,
1264,,Martin=1,
1265,,"Tîrgu Mureş=1",
1266,,Budapest=1,Kassa
1267,,"Tîrgu Mureş=1",
1268,,Budapest=3,Kolozsvár
1269,,,
1270,,"Budapest:=3, Cluj-Napoca=1, Debrecen=1",
1271,,"Cluj-Napoca=1, Esztergom=1",Székelyudvarhely
1272,,Budapest=1,
1273,,"Dolný Kubín=1",
1274,,Budapest=1,
1275,,Kežmarok=1,
1276,,Martin=1,
1277,,Martin=1,
1278,,"Dolný Kubín=1",
1279,,Debrecen=1,
1280,,"Budapest=2, Kremnica=1",
1281,,Jena=1,
1282,,Sighişoara=1,
1283,,"Budapest=3, Cluj-Napoca=1",Sárospatak
1284,,Bardejov=1,
1285,,Budapest=1,
1286,,Budapest=1,Kolozsvár
1287,,"Budapest=4, Keszthely=1, Kežmarok=1, Martin=1",
1288,,,
1289,,"Alba Iulia=1, Budapest=5, Cluj-Napoca=2","Kolozsvár, Rozsnyó, Szeged, Székelykeresztúr"
1290,,,Székelykeresztúr
1291,,,Székelykeresztúr
1292,,,
1293,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1, Tîrgu Mureş=1",
1294,,Budapest=1,
1295,,"Budapest=1, Cluj-Napoca=1",
1296,,"Berlin=1, Debrecen=1, Sárospatak=1",
1297,,"Aiud=1, Bratislava=1, Budapest=5, Cluj-Napoca=2",
1298,,"Cluj=1, Pápa=1",
1299,,"Budapest=3, Cluj-Napoca=1, Sárospatak=1, Tîrgu Mureş=1",Debrecen
1300,,"Budapest=3, Cluj-Napoca=3, Debrecen=1, Sárospatak=1, Tîrgu Mureş=2","Debrecen, Máramarossziget"
1301,,"Budapest=4, Cluj-Napoca=2, Esztergom=1, Sárospatak=1, Tîrgu Mureş=1",Debrecen
1302,,Budapest=1,
1303,,Debrecen=1,Sepsiszentgyörgy
1304,,Cluj-Napoca=1,
1305,,Budapest=1,Kolozsvár
1306,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1307,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1308,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1309,,Budapest=1,
1310,,"Budapest=2, Cluj-Napoca=1",
1311,,Budapest=1,
1312,,"Budapest=1, Cluj-Napoca=1",
1313,,,
1314,,Budapest=1,
1315,,Budapest=3,
1316,,,
1317,,Budapest=2,
1318,,Budapest=1,
1319,,"Budapest=3, Cluj-Napoca=1, Esztergom=1, Kecskemét=1",
1320,Vacat!,,
1321,,,
1322,,,Brassó
1323,,Budapest=1,
1324,,"Budapest=1, Eisenstadt=1",
1325,,Budapest=1,
1326,,"Budapest=2, Eisenstadt=1",
1327,,"Budapest=2, Debrecen=1",Sárospatak
1328,,Budapest=1,
1329,,Budapest=3,Kolozsvár
1330,,Budapest=4,
1331,,,Szeben
1332,,"Budapest=1, Kraków=1, Prešov=1",
1333,,Budapest=1,
1334,,"Budapest:=2, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1, Tîrgu Mureş=1",
1335,,,
1336,,,
1337,,Levoča=1,
1338,,Budapest=1,
1339,,Budapest=1,
1340,,,
1341,,"Budapest=1, Levoča=1, Sárospatak=1",
1342,,Budapest=1,Lőcse
1343,,"Budapest=2, Cluj-Napoca=1, Debrecen=1, Eisenstadt=1, Kecskemét=1, Pápa=2",
1344,,Budapest=2,
1345,,"Cluj-Napoca=1, Kežmarok=1, Zagreb=1",
1346,,"Budapest:=3, Cluj-Napoca=1, Debrecen=1, Martin=1",
1347,,"Budapest=4, Cluj-Napoca=3, Debrecen=1, Odorhei=1, Sárospatak=1","Debrecen, Miskolc"
1348,,Budapest=1,
1349,,Budapest=2,
1350,,Bardejov=1,
1351,,"Budapest:=4, Cluj-Napoca=1, Sárospatak=1, Tîrgu Mureş=1",
1352,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1",
1353,,,
1354,,"Budapest=2, Debrecen=2, Eisenstadt=1, Pápa=1",
1355,,"Budapest=1, Cluj-Napoca=1, Pápa=1",
1356,,"Budapest=3, Cluj-Napoca=1",Kolozsvár
1357,,"Budapest=6, Tîrgu Mureş=1",
1358,,Budapest=1,
1359,,Budapest=2,
1360,,"Aiud=1, Budapest=2, Cluj-Napoca=1, Tîrgu Mureş=1",
1361,,Budapest=1,
1362,,,
1363,,Budapest=2,
1364,,Budapest:=4,
1365,,Budapest=2,
1366,,"Budapest=2, Levoča=1, Martin=1",
1367,,,
1368,,,
1369,,Budapest=1,
1370,,Budapest=3,
1371,,,
1372,,"Budapest=2, Debrecen=1, Košice=1, Sárospatak=2, Tîrgu Mureş=1",
1373,Vacat!,,
1374,,,
1375,,"Budapest:=4, Cluj-Napoca=1",
1376,,"Budapest:=4, Cluj-Napoca=1, Debrecen=1, Martin=1, Sárospatak=1",
1377,,Budapest=1,
1378,,,
1379,,,
1380,,"Budapest:=4, Cluj-Napoca:=2",
1381,,Cluj-Napoca=1,
1382,,Budapest=1,Kolozsvár
1383,,Budapest=1,
1384,,Sibiu=1,
1385,,"Budapest=1, Cluj-Napoca=1",
1386,,"Tîrgu Mureş=1",
1387,,Budapest=1,
1388,,,
1389,,Martin=1,
1390,,Budapest=1,
1391,,"Budapest=4, Cluj-Napoca=1",
1392,,,
1393,,"Budapest=1, Cluj-Napoca=1, Sárospatak=1",
1394,,,
1395,,"Budapest=1, Cluj-Napoca=2",
1396,,,
1397,,,
1398,,Budapest=2,
1399,,Budapest=3,
1400,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1, Tîrgu Mureş=1",
1401,,"Berlin=1, Budapest=4",
1402,,Wien=1,
1403,,,
1404,,"Budapest:=3, Cluj-Napoca=1",
1405,,"Budapest=1, Pápa=1",
1406,,Braşov=1,
1407,,Budapest=1,
1408,,,
1409,,,
1410,,,
1411,,Budapest=1,
1412,,Budapest=1,
1413,,,
1414,,Budapest=1,
1415,,Kremnica=1,
1416,,"Budapest=1, Cluj-Napoca=1",
1417,,Budapest=1,
1418,,,Budapest
1419,,"Budapest:=4, Cluj-Napoca=1, Debrecen=1, Sárospatak=1",
1420,,Budapest=1,
1421,,"Budapest=3, Kremnica=1, Martin=1",
1422,,Budapest=3,
1423,,"Budapest=2, Cluj-Napoca=1, Halle=1, Martin=1, Praha=1",
1424,,Budapest=1,
1425,,,
1426,,"Budapest=1, Debrecen=2",
1427,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1428,,Cluj=1,
1429,,Cluj-Napoca=1,Kolozsvár
1430,,Budapest=1,
1431,,,
1432,,,
1433,,"Cluj-Napoca=1, Praha=1, Spišská Nová Ves=1",
1434,,Cluj-Napoca=1,
1435,,Budapest=1,
1436,,Budapest=1,
1437,,,
1438,,Martin=1,
1439,,"Budapest=3, Debrecen=1, Martin=1, PreSov=1",Csetnek
1440,,"Budapest=2, Martin=1, Prešov=1",
1441,,Budapest=1,
1442,,Martin=1,
1443,,"Bratislava=1, Levoča=1",
1444,,,
1445,,Budapest=1,
1446,,,
1447,,Budapest=1,
1448,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1",
1449,,,
1450,,,
1451,,Budapest=1,
1452,,Budapest=1,
1453,,"Cluj-Napoca=1, Debrecen=1, Prešov=1",Sepsiszentgyörgy
1454,,Budapest=2,
1455,,,
1456,,,
1457,,Budapest=1,
1458,,,
1459,,,Sárospatak
1460,,,
1461,,,Sárospatak
1462,,"Budapest=1, Cluj-Napoca=1",Kolozsvár
1463,,"Budapest=3, Cluj-Napoca=2",
1464,,"Budapest=2, Cluj-Napoca=1",
1465,,"Budapest=1, Cluj-Napoca=1",Kolozsvár
1466,,,Budapest
1467,,"Budapest=6, Cluj-Napoca=1, Debrecen=1, Tîrgu Mureş=1",
1468,,Cluj-Napoca=1,
1469,,,Nagyszeben
1470,,Sibiu=1,Sárospatak
1471,,Sibiu=1,Sárospatak
1472,,,
1473,,Bratislava=1,
1474,,Revúca=1,
1475,,Budapest=1,
1476,,Budapest=1,
1477,,Cluj-Napoca=1,
1478,,,
1479,,Berlin=1,
1480,,Budapest=1,
1481,,,
1482,,Martin=1,
1483,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1, Tîrgu Mureş=1",
1484,,"Budapest=2, Pannonhalma=1, Szombathely=1",Budapest
1485,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1",
1486,,,
1487,,Sibiu=1,
1488,,"Tîrgu Mureş=1",
1489,,"Budapest=3, Cluj-Napoca=1, Debrecen=1, Martin=1",
1490,,"Tîrgu Mureş=1",
1491,,"Budapest=1, Dolný Kubín=1, Graz=1, Sopron=1",
1492,,Budapest=1,
1493,,"Budapest=3, Cluj=1",
1494,,Budapest=1,Sárospatak
1495,,,
1496,,,
1497,,Cluj-Napoca=1,
1498,,"Aiud=1, Cluj-Napoca=1, Debrecen=1",
1499,,"Budapest=2, Cluj-Napoca=1",Kolozsvár
1500,,,
1501,,Budapest=1,
1502,,"Budapest=1, Prešov=1",
1503,,Budapest=1,
1504,,"Budapest=1, Cluj-Napoca=1",
1505,,,
1506,,Kremnica=1,
1507,,Budapest=1,
1508,,Budapest=1,
1509,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1",
1510,,"Budapest:=3, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1",
1511,,Budapest=1,
1512,,"Budapest=5, Spišská Nová Ves=1",
1513,,"Amberg=1, Budapest=3, Zagreb=1",
1514,,Pannonhalma=1,
1515,,,
1516,,,
1517,,,
1518,,Sibiu=1,
1519,,,
1520,,"Budapest:=3, Cluj-Napoca=1, Martin=1",
1521,,"Budapest:=3, Cluj-Napoca:=2, Debrecen=1, Martin=1, Sárospatak=1",
1522,,,
1523,,Cluj-Napoca=1,
1524,,"Budapest:=3, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1525,,"Cluj-Napoca=1, Sárospatak=1",
1526,,Cluj-Napoca=1,
1527,,Praha=1,
1528,,Praha=1,
1529,,,Kismarton
1530,,"Budapest=3, Cluj-Napoca=1",Kolozsvár
1531,,Cluj-Napoca=1,
1532,,"Budapest=2, Cluj-Napoca=1",
1533,,"Budapest=3, Cluj-Napoca=2, Sfîntu-Gheorghe=2",
1534,,"Budapest:=3, Sárospatak=1, Tîrgu Mureş=1",
1535,,"Budapest=1, Cluj-Napoca=1, Košice=1",
1536,,"Budapest=1, Cluj-Napoca=1, Košice=1",
1537,,,
1538,,Budapest=1,
1539,,"Dolný Kubín=1, Jasov=1",
1540,,Budapest=1,
1541,,"Budapest=1, Cluj-Napoca=3",
1542,,"Budapest=3, Cluj-Napoca=2","Mihályfalva, Székelykeresztúr"
1543,,,
1544,,"Budapest=3, Cluj-Napoca=1","Budapest, Székelykeresztúr"
1545,,"Budapest=2, Cluj-Napoca=1",
1546,,,
1547,,Budapest=1,
1548,,Dabas=1,
1549,,"Tîrgu Mureş=1",
1550,,Sighişoara=1,
1551,,,
1552,,Budapest=1,
1553,,,
1554,,Sibiu=1,
1555,,,
1555,A,Budapest=1,
1556,,"Budapest=1, Cluj-Napoca=1",
1557,,"Budapest=7, Cluj-Napoca=1, Debrecen=1",
1558,,Budapest=1,
1559,,,
1560,,"Budapest=2, Sárospatak=1",
1561,,"Budapest=3, Debrecen=1, Sárospatak=1",
1562,,"Budapest=2, Cluj-Napoca=3, Sárospatak=1",Debrecen
1563,,"Budapest=2, Cluj-Napoca=2",
1564,,Cluj-Napoca=1,
1565,,Budapest=2,Kolozsvár
1566,,"Budapest:=2, Debrecen=1, Tîrgu Mureş=1",
1567,,,
1568,,"Budapest=1, Cluj-Napoca=1",
1569,,,
1570,,,
1571,,Budapest=1,Debrecen
1572,,,
1573,,Budapest=1,
1574,,Budapest=6,
1575,,Budapest=1,
1576,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Esztergom=1, Sárospatak=1",Debrecen
1577,,"Budapest=3, Debrecen=1, Sárospatak=1",
1578,,Budapest=1,
1579,,"Cluj-Napoca=1, Debrecen=1, Sárospatak=1","Máramarossziget, Szeben"
1580,,"Cluj-Napoca=2, Sárospatak=2",
1581,,"Budapest=3, Cluj-Napoca=1",Kolozsvár
1582,,Cluj-Napoca=1,Debrecen
1583,,"Budapest:=3, Cluj-Napoca=1, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1584,,,
1585,,"Budapest=2, Sibiu=1",Budapest
1586,,"Budapest=3, Cluj-Napoca=1, Debrecen=1, Tîrgu Mureş=1","Budapest, Koronka, Sárospatak"
1587,,Budapest=1,
1588,,"Budapest=1, Cluj-Napoca=1",
1589,,Budapest=5,
1590,,Budapest=1,
1591,,"London=1, Martin=1",
1592,,,
1593,,,
1594,,"Budapest=2, Debrecen=1, Liptovský Mikuláš=1, Martin=1",
1595,,"Aiud=1, Budapest=1, Cluj-Napoca=1",
1596,,Budapest=1,
1597,,Budapest=1,
1598,,Budapest=3,
1599,,"Tîrgu Mureş=1",
1600,,,
1601,,,
1602,,"Budapest:=3, Debrecen=1",
1603,,"Budapest=3, Cluj-Napoca=1, Debrecen=1",
1604,,"Budapest=1, Pápa=1",
1605,,"Budapest:=3, Cluj-Napoca=1, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
1606,,"Cluj-Napoca=1, Martin=1",
1607,,"Budapest=1, Debrecen=1",Brassó
1608,,"Budapest=2, Cluj-Napoca=3, Sárospatak=1","Brassó, Máramarossziget, Szeben"
1609,,"Budapest=4, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Sibiu=1, Sighişoara=1",
1610,,Budapest=1,"Brassó, Szeben, Sárospatak"
1611,,"Budapest=4, Cluj-Napoca=1",Kolozsvár
1612,,"Budapest=1, Cluj-Napoca=1",Medgyes
1613,,Budapest=1,
1614,,Cluj-Napoca=1,Medgyes
1615,,Budapest=1,
1616,,Cluj-Napoca=1,
1617,,"Budapest=1, Cluj-Napoca=1",
1618,,"Budapest=1, Cluj-Napoca=1",
1619,,,
1620,,Berlin=1,
1621,,Kremnica=1,
1622,,"Dolný Kubín=1, Levoča=1",
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
85,A,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
94,A,,
95,,,
96,,,
97,Vacat!,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
107,A,,
108,,,
109,,,
110,,,
110,A,,
111,,,
111,A,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
118,A,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
1623,,Budapest=1,
1624,,,
1625,,Levoča=2,
1626,,,
1627,,"Budapest=1, Levoča=1",
1628,,Budapest=1,
1629,,"Budapest:=2, Cluj-Napoca=1, Martin=1, Sárospatak=1",
1630,,"Budapest=1, Cluj-Napoca=1",
1631,,,
1632,,"Budapest=2, Martin=1, Praha=1",
1633,,Budapest=1,
1634,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Martin=1, Sárospatak=1, Târgu Mureş=1, Zagreb=1",
1635,,Budapest=1,
1636,,"Budapest=3, Wien=2",
1637,,Melk=1,
1638,,,
1639,,"Budapest=5, Esztergom=1, Odorhei=1",Debrecen
1640,,"Budapest=1, Sibiu=2",
1641,,"Budapest=1, Cluj-Napoca=1, Sighişoara=1",
1642,,"Budapest=1, Cluj-Napoca=1",
1643,,"Braşov=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Esztergom=1, Kecskemét=1, Sárospatak=1",
1644,,"London=1, Sibiu=1",
1645,,,
1646,,Cluj-Napoca=1,
1647,,"Budapest=1, Cluj-Napoca=1, Szeged=1",
1648,,,
1649,,,
1650,,Budapest=2,
1651,,,
1652,,,
1653,,,
1654,,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1",
1655,,"Liptovský Mikuláš=2, Martin=1, Praha=1, Valasské=1",
1656,,,
1657,,,
1658,,Budapest=1,
1659,,"Budapest:=3, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Szeged=1, Wien=1, Zagreb=1",
1660,,,
1661,,,
1662,,,
1663,,,
1664,,"Târgu Mureş=1",
1665,,Budapest=2,
1666,,Budapest=2,
1667,,Budapest=1,
1668,,,Nagyszeben
1669,,,
1670,,"Budapest=3, Debrecen=1",
1671,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Kecskemét=1, Sárospatak=1, Târgu Mureş=1",
1672,,Praha=1,
1673,,"Budapest=3, Cluj-Napoca=2, Sighişoara=1",
1674,,"Berlin=1, Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Târgu Mureş=1, Warszava=1",
1675,,,
1676,,"Marburg=2, Wolfenbüttel=4, Wien=1",
1677,,,
1678,,"Budapest=1, Cluj-Napoca=1, Martin=1",Budapest
1679,,,
1680,,Budapest=1,
1681,,Budapest=1,
1682,,,
1683,,"Budapest=2, Cluj-Napoca=1, London=1, Sárospatak=1",Lőcse
1684,,,
1685,,Martin=1,
1686,,"Budapest=2, Levoča=1, Martin=1",
1687,,,Késmárk
1688,,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Martin=1, Sárospatak=1, Szeged=1",
1689,,,
1690,,,
1691,,,Budapest
1692,,,Pozsony
1693,,,
1694,,Budapest=3,
1695,,,
1696,,Cluj-Napoca=1,
1697,,"Bratislava=1, Budapest=1, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Szeged=1, Wien=1",
1698,,"Banská Bystrica=1",
1699,,,
1700,,Sibiu=1,
1701,,Budapest=1,
1702,,"Brno=2, Budapest=2, Martin=1, Praha=1",
1703,,"Budapest=5, Kalocsa=1",
1704,,"Budapest=2, Martin=1",
1705,,"Bratislava=1, Budapest=2, Liptovský Mikuláš=1",
1706,,"Budapest=1, Martin=1, Praha=1",
1707,,"Budapest=1, Martin=1",
1708,,,
1709,,Budapest=1,
1710,,,
1711,,,
1712,,Budapest=4,
1713,,Budapest=3,
1714,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Martin=1, Pécs=1, Szeged=1",
1715,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Gyöngyös=1, Martin=1, Sárospatak=1, Szeged=1",
1716,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Gyöngyös=1, Martin=1, Sárospatak=1, Pécs=1, Szeged=1",
1717,,"Braşov=2, Budapest=1, Cluj-Napoca=1, Esztergom=1, Sibiu=2",
1718,,Sibiu=1,
1719,,"Budapest=2, Cluj-Napoca=2, Sighişoara=1",
1720,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",
1721,,"Berlin=1, Budapest=4, Cluj-Napoca=1, Debrecen=1, Pápa=1, Szeged=1, Târgu Mureş=1",
1722,,"Budapest=5, Cluj-Napoca=2, Sibiu=1, Braşov=1, Csurgó=1",
1723,,"Sárospatak=1, Târgu Mureş=2",
1724,,,
1725,,"Cluj-Napoca=1, Sibiu=1",
1726,,Cluj-Napoca=1,
1727,,,
1728,,Budapest=1,
1729,,Budapest=1,
1730,,Budapest=3,
1731,,Budapest=1,
1732,,Budapest=1,
1733,,Budapest=1,
1734,,,Nagyenyed
1735,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Martin=1, Sárospatak=1, Sibiu=1, Târgu Mureş=1",
1736,,Budapest=1,
1737,,Budapest=1,
1738,,Stuttgart=1,
1739,,,
1740,,,
1741,,"Budapest=4, Cluj-Napoca=1, Debrecen=1, Gyöngyös=1, Kecskemét=1, Martin=1","Kolozsvár, Dés"
1742,,,
1743,,,
1744,,Budapest=1,
1745,,Budapest=1,
1746,,,
1747,,,
1748,,"Braşov=1, Sighişoara=1, Wrocław=1",
1749,,,
1750,,"Budapest=7, Šamorín=1",
1751,,"Bratislava=1, Budapest=2",
1752,,Budapest=1,
1753,,,Turócszentmárton
1754,,"Martin=1, Praha=1",
1755,,"Budapest=2, Cluj-Napoca=1, Martin=1, Odorhei=1, Sárospatak=1",
1756,,Budapest=1,
1757,,Budapest=1,
1758,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Martin=1, Praha=1, Sárospatak=1, Szeged=1, Tîrgu Mureş=1",
1759,,,
1760,,Budapest=1,
1761,,"Alba Iulia=1, Berlin=1, Budapest=2, Cluj-Napoca=2, Debrecen=1, Gyöngyös=1, Martin=1, Sárospatak=1",
1762,,Budapest=1,
1763,,"Budapest=4, Sárospatak=1",
1764,,"Budapest=1, Debrecen=1",
1765,,"Budapest=3, Cluj-Napoca=2, Sighişoara=1",
1766,,Martin=1,
1767,,,
1768,,Budapest=2,
1769,,,
1770,,Budapest=1,
1771,,,
1772,,"Budapest=4, Cluj-Napoca=1, Dolny=1, Levoca=1, Martin=1, Nitra=1, Preşov=1",
1773,,"Braşov=1, Nižnij Novgorod=1",
1774,,"Nižnij Novgorod=1",Marosvásárhely
1775,,,
1776,,Levoča=1,
1777,,Budapest=1,
1778,,,
1779,,Budapest=1,
1780,,"Brno=1, Budapest=1, Liptovský Mikuláš=1",
1781,,Budapest=2,
1782,,Levoča=1,
1783,,,
1784,,Budapest=1,
1785,,,
1786,,,
1787,,Keszthely=1,
1788,,"Bratislava=1, Budapest=3, Cambridge=1, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",
1789,,,Szeben
1790,,,
1791,,Praha=1,
1792,,,
1793,,,
1794,,,Pozsony
1795,,"Bratislava=1, Martin=1",
1796,,,Praha
1797,,"Budapest=1, Dolný Kubín=1, Martin=1",
1798,,Praha=2,
1799,,"Budapest=1, Praha=3",
1800,,"Budapest=1, Praha=1",Késmárk
1801,,,
1802,,,
1803,,"Martin=1, Praha=2",
1804,,Martin=1,
1805,,,
1806,,Budapest=1,
1807,,"Budapest=1, Kremnica=1",
1808,,,
1809,,Martin=1,
1810,,Martin=1,
1811,,,
1812,,,
1813,,,
1814,,Budapest=1,
1815,,Budapest=1,
1816,,"Budapest=1, Cluj-Napoca=1",Debrecen
1817,,"Budapest=1, Cluj-Napoca=3, Hajdúböszörmény=1, Sárospatak=1",Rimaszombat
1818,,Cluj-Napoca=1,
1819,,Budapest=1,
1820,,"Budapest=1, Pannonhalma=1",
