RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-ID,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
RMNY-C-4411,,4411,egyedi,eredeti,RMNY984,Gyöngyös,,1,,,,,,,
RMNY-C-4412,,4412,egyedi,eredeti,RMNY984,Košice,Scient,2,,,,,,,
RMNY-C-4413,,4413,egyedi,eredeti,RMNY985,Budapest,Nat,2,,,(Hollósy),,,,
RMNY-C-4414,,4414,egyedi,phot.,RMNY986,Budapest,Nat,phot.,,,(Debrecen),,,,
RMNY-C-4415,,4415,egyedi,eredeti,RMNY986,Debrecen,Ref,1,,,(Máramarossziget),,,,
RMNY-C-4416,,4416,egyedi,eredeti,RMNY986,Praha,Univ,1,,,,,,,
RMNY-C-4417,,4417,egyedi,eredeti,RMNY987,Budapest,Acad,1,,,,,,,
RMNY-C-4418,,4418,egyedi,eredeti,RMNY987,Budapest,Nat,1,,,,,,,
RMNY-C-4419,,4419,egyedi,eredeti,RMNY988,Bratislava,Acad,2,,,,,,,
RMNY-C-4420,,4420,egyedi,eredeti,RMNY988,Budapest,Nat,1,,,,,,,
RMNY-C-4421,,4421,egyedi,eredeti,RMNY988,Kežmarok,Ev,0,,,,,,,
RMNY-C-4422,,4422,egyedi,eredeti,RMNY988,Martin,MS,1,,,,,,,
RMNY-C-4423,,4423,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4424,,4424,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4425,,4425,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4426,,4426,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4427,,4427,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4428,,4428,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4429,,4429,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4430,,4430,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4431,,4431,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4432,,4432,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4433,,4433,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4434,,4434,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4435,,4435,csoportos,eredeti,RMNY989,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Martin MS etc.",,13 expl.,
RMNY-C-4436,,4436,,,RMNY990,,,n.p.,,,,,,,
RMNY-C-4437,,4437,,,RMNY991,,,n.p.,,,,,,,
RMNY-C-4438,,4438,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4439,,4439,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4440,,4440,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4441,,4441,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4442,,4442,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4443,,4443,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4444,,4444,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4445,,4445,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4446,,4446,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4447,,4447,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4448,,4448,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4449,,4449,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4450,,4450,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4451,,4451,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4452,,4452,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4453,,4453,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4454,,4454,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4455,,4455,csoportos,eredeti,RMNY992,In 11 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş etc.",,18 expl.,
RMNY-C-4456,,4456,egyedi,phot.,RMNY993A,Budapest,Nat,phot.,,,partim (Wolfenbüttel),,,,
RMNY-C-4457,,4457,egyedi,eredeti,RMNY993A,Budapest,Univ,1,,,,,,,
RMNY-C-4458,,4458,egyedi,eredeti,RMNY993A,Wolfenbüttel,,1,,,,,,,
RMNY-C-4459,,4459,egyedi,eredeti,RMNY993A,Wolfenbüttel,,1,,,,,,,
RMNY-C-4460,,4460,egyedi,eredeti,RMNY993,Budapest,Nat,2,,,phot. (Sárospatak),,,,
RMNY-C-4461,,4461,egyedi,eredeti,RMNY993,Budapest,Gergely,2,,,,,,,
RMNY-C-4462,,4462,egyedi,eredeti,RMNY993,Cluj-Napoca,Acad II,2,,,,,,,
RMNY-C-4463,,4463,egyedi,eredeti,RMNY993,Cluj-Napoca,Acad III,2,,,,,,,
RMNY-C-4464,,4464,egyedi,eredeti,RMNY993,Cluj-Napoca,Univ,0,,,,,,,
RMNY-C-4465,,4465,egyedi,eredeti,RMNY993,Sárospatak,Ref,1,,,,,,,
RMNY-C-4466,,4466,egyedi,eredeti,RMNY993,Tîrgu Mureş,,1,,,,,,,
RMNY-C-4467,,4467,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4468,,4468,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4469,,4469,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4470,,4470,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4471,,4471,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4472,,4472,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4473,,4473,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4474,,4474,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4475,,4475,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4476,,4476,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4477,,4477,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4478,,4478,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4479,,4479,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4480,,4480,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4481,,4481,csoportos,eredeti,RMNY994,In 9 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Martin MS; Sárospatak Ref; Tîrgu Mureş etc.",,15 expl.,
RMNY-C-4482,,4482,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4483,,4483,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4484,,4484,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4485,,4485,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4486,,4486,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4487,,4487,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4488,,4488,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4489,,4489,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4490,,4490,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4491,,4491,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4492,,4492,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4493,,4493,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4494,,4494,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4495,,4495,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4496,,4496,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4497,,4497,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4498,,4498,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4499,,4499,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4500,,4500,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4501,,4501,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4502,,4502,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4503,,4503,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4504,,4504,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4505,,4505,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4506,,4506,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4507,,4507,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4508,,4508,csoportos,eredeti,RMNY995,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,27 expl.,
RMNY-C-4509,,4509,egyedi,eredeti,RMNY996,Bratislava,Acad,1,,,,,,,
RMNY-C-4510,,4510,egyedi,eredeti,RMNY996,Budapest,Acad,1,,,,,,,
RMNY-C-4511,,4511,egyedi,eredeti,RMNY996,Budapest,Arch,1,,,,,,,
RMNY-C-4512,,4512,egyedi,eredeti,RMNY996,Budapest,Ev,1,,,,,,,
RMNY-C-4513,,4513,egyedi,phot.,RMNY996,Budapest,Nat,phot.,,,(Budapest Acad),,,,
RMNY-C-4514,,4514,egyedi,eredeti,RMNY996,Dolný Kubín,,1,,,,,,,
RMNY-C-4515,,4515,egyedi,eredeti,RMNY996,Kežmarok,Ev,0,,,,,,,
RMNY-C-4516,,4516,egyedi,eredeti,RMNY996,Kežmarok,Ev,0,,,,,,,
RMNY-C-4517,,4517,egyedi,eredeti,RMNY996,Miskolc,Ev,0,,,,,,,
RMNY-C-4518,,4518,egyedi,eredeti,RMNY997,Budapest,Nat,4,,,,,,,
RMNY-C-4519,,4519,egyedi,eredeti,RMNY997,Budapest,Nat,4,,,,,,,
RMNY-C-4520,,4520,egyedi,eredeti,RMNY997,Budapest,Nat,4,,,,,,,
RMNY-C-4521,,4521,egyedi,eredeti,RMNY997,Budapest,Nat,4,,,,,,,
RMNY-C-4522,,4522,egyedi,eredeti,RMNY998,Budapest,Nat,1,,,,,,,
RMNY-C-4523,,4523,egyedi,eredeti,RMNY999,Budapest,Acad,1,,,,,,,
RMNY-C-4524,,4524,egyedi,eredeti,RMNY999,Budapest,Nat,1,,,,,,,
RMNY-C-4525,,4525,egyedi,eredeti,RMNY999,Budapest,Nat,1,,,,,,,
RMNY-C-4526,,4526,egyedi,eredeti,RMNY1000,Budapest,Acad,2,*,,,,,,
RMNY-C-4527,,4527,egyedi,phot.,RMNY1000,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY-C-4528,,4528,egyedi,eredeti,RMNY1000,Cluj-Napoca,Univ,1,,,,,,,
RMNY-C-4529,,4529,,,RMNY1001,,,n.p.,,,,,,,
RMNY-C-4530,,4530,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4531,,4531,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4532,,4532,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4533,,4533,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4534,,4534,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4535,,4535,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4536,,4536,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4537,,4537,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4538,,4538,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4539,,4539,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4540,,4540,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4541,,4541,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4542,,4542,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4543,,4543,csoportos,eredeti,RMNY1002,In 13 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; Martin MS; etc.",,14 expl.,
RMNY-C-4544,,4544,egyedi,eredeti,RMNY1003,Budapest,Gergely,2,*,,,,,,
RMNY-C-4545,,4545,egyedi,eredeti,RMNY1003,Budapest,Nat,2,*,,,,,,
RMNY-C-4546,,4546,egyedi,eredeti,RMNY1003,Graz,OFM,1,,,,,,,
RMNY-C-4547,,4547,egyedi,eredeti,RMNY1003,Praha,Univ,1,,,,,,,
RMNY-C-4548,,4548,egyedi,eredeti,RMNY1004,Budapest,Nat,1,,,,,,,
RMNY-C-4549,,4549,egyedi,eredeti,RMNY1004,Budapest,Univ,1,,,,,,,
RMNY-C-4550,,4550,egyedi,eredeti,RMNY1004,Cluj-Napoca,Univ,0,,,,,,,
RMNY-C-4551,,4551,,,RMNY1005,,,n.p.,,,,,,,
RMNY-C-4552,,4552,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4553,,4553,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4554,,4554,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4555,,4555,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4556,,4556,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4557,,4557,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4558,,4558,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4559,,4559,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4560,,4560,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4561,,4561,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4562,,4562,csoportos,eredeti,RMNY1006,In 11 bibliothecis,,n.a.,,,,Budapest: Nat etc.,,11 expl.,
RMNY-C-4563,,4563,,,RMNY1008,,,n.p.,,,,,,,
RMNY-C-4564,,4564,egyedi,phot.,RMNY1009,Budapest,Nat,phot.,,,,,,,
RMNY-C-4565,,4565,egyedi,eredeti,RMNY1009,Tîrgu Mureş,,1,,,,,,,
RMNY-C-4566,,4566,,,RMNY1010,,,n.p.,,,,,,,
RMNY-C-4567,,4567,csoportos,eredeti,RMNY1011,In 27 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,44 expl.,
RMNY-C-4568,,4568,csoportos,eredeti,RMNY1011,In 27 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,44 expl.,
RMNY-C-4569,,4569,csoportos,eredeti,RMNY1011,In 27 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,44 expl.,
RMNY-C-4570,,4570,csoportos,eredeti,RMNY1011,In 27 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,44 expl.,
