RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-ID,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
,,,egyedi,eredeti,RMNY1,Eichstätt,Nat,3,*,,,,,,
,,,egyedi,eredeti,RMNY1,Wien,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Budapest,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Kraków,Czartoryski,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Leipzig,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Leningrad,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Paris,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Praha,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Princeton,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Roma,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY2,Wien,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY3,Berlin,Nat,1,,(A-var.),,,,,
,,,egyedi,eredeti,RMNY3,Budapest,Univ,1,,(A-var.),,,,,
,,,egyedi,eredeti,RMNY3,Budapest,Univ,2,*,(B-var.),,,,,
,,,egyedi,eredeti,RMNY3,Gyöngyös,,2,,(A-var.),,,,,
,,,egyedi,eredeti,RMNY3,Martin,Nat,1,,,(Diecézna knižnica Nitra?),,,,
,,,,,RMNY4,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY5,Budapest,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY6,Bratislava,Civ,1,,,,,,,
,,,egyedi,eredeti,RMNY6D,Uppsala,Univ,1,,,,,,,
,,,,eredeti,RMNY6A,Marosvásárhely,Teleki-Bolyai Könyvtár,n.a.,,,,,,,
,,,,eredeti,RMNY6B,Marosvásárhely,Teleki-Bolyai Könyvtár,n.a.,,,,,,,
,,,,eredeti,RMNY6C,Marosvásárhely,Teleki-Bolyai Könyvtár,n.a.,,,,,,,
,,,egyedi,eredeti,RMNY7,Gdańsk,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY8,Bucureşti,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY8,Gdańsk,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY8,Kraków,Univ,4,,,,,,,
,,,,,RMNY9,,,n.p.,,,,,,,
,,,,,RMNY10,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY11,Budapest,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY12,Budapest,Nat,4,,,,,,,"... próbanyomat Szent Pál leveleiből. — E nyomtatványból csak az ,,A” ív hat levele ismert."
,,,egyedi,eredeti,RMNY12,Kraków,Arch,4,,,,,,,"... próbanyomat Szent Pál leveleiből. — E nyomtatványból csak az ,,A” ív hat levele ismert."
,,,egyedi,eredeti,RMNY12,Kraków,Arch,4,,,,,,,"... próbanyomat Szent Pál leveleiből. — E nyomtatványból csak az ,,A” ív hat levele ismert."
,,,egyedi,eredeti,RMNY12,Kraków,Arch,4,,,,,,,"... próbanyomat Szent Pál leveleiből. — E nyomtatványból csak az ,,A” ív hat levele ismert."
,,,egyedi,eredeti,RMNY13,Bratislava,Acad,2,,,,,,,
,,,egyedi,eredeti,RMNY13,Budapest,Acad,2,,,,,facs. suppl.,,
,,,egyedi,eredeti,RMNY13,Budapest,Acad,3,*,,,,facs. suppl.,,
,,,egyedi,eredeti,RMNY13,Budapest,Nat,2,,,,,facs. suppl.,,
,,,egyedi,eredeti,RMNY13,Budapest,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY13,Budapest,Nat,3,,,"(Szeged, francisc.)",,,,
,,,egyedi,eredeti,RMNY13,Budapest,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY13,Cluj,Univ,4,*,,,,,,
,,,egyedi,eredeti,RMNY13,London,BM,2,,,(Nagy István),,,,
,,,egyedi,eredeti,RMNY13,Sárospatak,Ref,2,,,,,,,
,,,egyedi,eredeti,RMNY13,Wien,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY14,Budapest,Nat,2,*,(B-var.),phot. suppl. (Schwaz),,,,
,,,egyedi,eredeti,RMNY14,Kraków,Univ,4,,,,,,,
,,,egyedi,eredeti,RMNY14,Schwaz,,1,,(A-var.),,,,,
,,,egyedi,eredeti,RMNY14,Sibiu,Mus,2,,,,,,,
,,,egyedi,eredeti,RMNY15,Aiud,,3,,,,,,,
,,,egyedi,eredeti,RMNY15,Budapest,Acad,2,,,,,,,
,,,egyedi,eredeti,RMNY15,Budapest,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY15,London,BM,3,,,(Nagy István),,,,
,,,egyedi,eredeti,RMNY16,Bratislava,Acad,2,,,,,,,
,,,egyedi,eredeti,RMNY16,Budapest,Acad,2,,,,,,,
,,,egyedi,eredeti,RMNY16,Budapest,Acad,3,,,,,,,
,,,egyedi,eredeti,RMNY16,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY16,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY16,Budapest,Univ,3,,,,,,,
,,,egyedi,eredeti,RMNY16,Cluj,Acad II,2,,,,,,,
,,,egyedi,eredeti,RMNY16,Cluj,Univ,2,*,,,,,,
,,,egyedi,eredeti,RMNY16,Debrecen,Univ,3,,,,,,,
,,,egyedi,eredeti,RMNY16,Pécs,Univ,3,,,,,,,
,,,egyedi,eredeti,RMNY16,Wien,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY16,Wrocław,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY17,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY17,Budapest,Nat,1,,,(szathmári püspök könyvtára ← Sándor István),,,,
,,,egyedi,eredeti,RMNY17,Wien,Nat,1,,,,,,,
,,,egyedi,phot.,RMNY18,Budapest,Nat,phot.,,,"(Kraków, Praha)",,,,
,,,egyedi,eredeti,RMNY18,Kraków,Univ,4,*,,,,,,
,,,egyedi,eredeti,RMNY18,Praha,Strahov,4,,,,,,,
,,,,,RMNY19,,,n.p.,,,,,,,
,,,,,RMNY20,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY21,Bratislava,Acad,2,,,,,,,
,,,egyedi,eredeti,RMNY21,Budapest,Acad,2,*,,,,,,
,,,egyedi,eredeti,RMNY21,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY21,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY21,Cluj,Univ,2,*,,,,,,
,,,egyedi,eredeti,RMNY21,Kalocsa,Dioec,1,,,,,,,
,,,egyedi,eredeti,RMNY21,Zagreb,Univ,4,*,,,,,,
,,,,,RMNY22,,,n.p.,,,,,,,
,,,,,RMNY23,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY24,Kraków,Univ,4,,,,,,,... a töredék próbanyomatból származik
,,,,,RMNY25,,,n.p.,,,,,,,
,,,,,RMNY26,,,n.p.,,,,,,,
,,,,,RMNY27,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY28,Braşov,Ev,1,,,,,,,
,,,egyedi,phot.,RMNY28,Budapest,Nat,phot.,,,(Braşov),,,,
,,,egyedi,eredeti,RMNY29,Alba Iulia,,2,*,,,,,,
,,,egyedi,eredeti,RMNY29,Braşov,Arch,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Budapest,Acad,2,,,,,,,
,,,egyedi,eredeti,RMNY29,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Budapest,Univ,2,,,,,,,
,,,egyedi,eredeti,RMNY29,Cluj,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY29,Tîrgu Mureş,,3,,,,,,,
,,,egyedi,eredeti,RMNY30,Alba Iulia,,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Braşov,Arch,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY30,Budapest,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY30,Budapest,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Cluj,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY30,Tîrgu Mureş,,2,,,,,,,
,,,egyedi,eredeti,RMNY31,Braşov,Ev,4,*,,,,,,
,,,egyedi,eredeti,RMNY31,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY31,Mediaş,Ev,1,,,,,,,
,,,,,RMNY32,,,n.p.,,,,,,,
,,,,,RMNY33,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY34,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY34,Braşov,Ev,1,,,,,,,
,,,egyedi,phot.,RMNY34,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY35,Braşov,Arch,2,*,,,,,,
,,,egyedi,eredeti,RMNY35,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Budapest,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY35,Budapest,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Cluj,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Tîrgu Mureş,,1,,,,,,,
,,,egyedi,eredeti,RMNY35,Tîrgu Mureş,,3,,,,,,,
,,,egyedi,eredeti,RMNY36,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY36,Sibiu,Ev,1,,,"(Brassó, ev. gymn.)",,,,
,,,egyedi,eredeti,RMNY37,Braşov,Arch,1,,,,,,,
,,,egyedi,eredeti,RMNY37,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY37,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY37,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY37,Mediaş,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY38,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY38,Mediaş,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY39,Budapest,Nat,0,*,,,,,,
,,,egyedi,eredeti,RMNY40,Braşov,Ev,1,,,,,,,
,,,egyedi,phot.,RMNY40,Budapest,Nat,phot.,,,(Braşov),,,,
,,,,,RMNY41,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY42,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY42,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY42,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY42,Budapest,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY42,Budapest,Univ,2,,,,,,,
,,,egyedi,eredeti,RMNY42,London,BM,2,*,,,,,,
,,,egyedi,eredeti,RMNY42,München,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY42,Paris,Nat,0,,,,,,,
,,,egyedi,phot.,RMNY43,Budapest,Nat,phot.,,,"(Braşov, Sibiu)",,,,
,,,egyedi,eredeti,RMNY43,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY43,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY43,Leningrad,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY43,Sibiu Mus,,1,,,,,,,
,,,egyedi,eredeti,RMNY44,Braşov,Ev,1,,,,,,,
,,,egyedi,phot.,RMNY44,Budapest,Nat,phot.,,,"(Braşov, Tîrgu Mureş)",,,,
,,,egyedi,eredeti,RMNY44,Kraków,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY44,Tîrgu Mureş,,1,,,,,,,
,,,egyedi,phot.,RMNY45,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY45,Sighişoara,,1,,,,,,,
,,,egyedi,eredeti,RMNY46,Braşov,Ev,1,,,,,,,
,,,egyedi,phot.,RMNY46,Budapest,Nat,phot.,,,(Braşov),,,,
,,,egyedi,eredeti,RMNY46,Iaşi,Civ,2,*,,,,,,
,,,,,RMNY47,,,n.p.,,,,,,,
,,,,,RMNY48,,,n.p.,,,,,,,
,,,egyedi,phot.,RMNY49A,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY49A,Iaşi,Civ,2,,,,,,,
,,,egyedi,eredeti,RMNY49,Alba Iulia,,2,,,,,,,
,,,egyedi,eredeti,RMNY49,Budapest,Acad,2,,(A-var.),,,,,
,,,egyedi,eredeti,RMNY49,Budapest,Acad,3,,(A-var.),,,,,
,,,egyedi,eredeti,RMNY49,Budapest,Acad,4,,,,,,,
,,,egyedi,eredeti,RMNY49,Budapest,Nat,2,,(A-var.),,,,,
,,,egyedi,eredeti,RMNY49,Budapest,Nat,2,,(B-var.),,,,,
,,,egyedi,eredeti,RMNY49,Budapest,Univ,3,,,,,,,
,,,egyedi,eredeti,RMNY49,Cluj,Acad III,2,,,,,,,
,,,egyedi,eredeti,RMNY49,Cluj,Acad III,3,,(B-var.),,,,,
,,,egyedi,eredeti,RMNY49,Cluj,Acad III,4,,,,,,,
,,,egyedi,eredeti,RMNY49,Cluj,Acad III,4,,,,,,,
,,,egyedi,eredeti,RMNY49,Cluj,Univ,2,,,,,,,
,,,egyedi,eredeti,RMNY49,Cluj,Univ,4,,,,,,,
,,,egyedi,eredeti,RMNY49,Debrecen,Ref,3,,,,,,,
,,,egyedi,eredeti,RMNY49,Gyöngyös,,2,,(B-var.),,,,,
,,,egyedi,eredeti,RMNY49,Kecskemét,Ref,2,,(B-var.),,,,,
,,,egyedi,eredeti,RMNY49,Keszthely,,2,,(B-var.),,,,,
,,,egyedi,eredeti,RMNY49,Prešov,Scient,2,,(B-var.),,,,,
,,,egyedi,eredeti,RMNY49,Sárospatak,Ref,2,,,,,,,
,,,egyedi,eredeti,RMNY49,Szarvas,Gymn,0,,(B-var.),,,,,
,,,egyedi,eredeti,RMNY49,Wien,Nat,1,,(B-var.),,,,,
,,,egyedi,eredeti,RMNY49,Zagreb,Univ,2,,,,,,,
,,,egyedi,eredeti,RMNY50,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY50,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY50,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY50,Sibiu,Civ,3,*,,,,,,
,,,egyedi,eredeti,RMNY50,Sibiu,Mus,2,,,,,,,
,,,egyedi,eredeti,RMNY50,Sighişoara,,1,,,,,,,
,,,egyedi,eredeti,RMNY50,Wien,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY50,Zwickau,,1,,,,,,,
,,,egyedi,phot.,RMNY51,Budapest,Nat,phot.,,,(Iaşi),,,,
,,,egyedi,eredeti,RMNY51,Iaşi,Civ,1,,,,,,,
,,,egyedi,phot.,RMNY52,Budapest,Nat,phot.,,,(Tîrgu Mureş),,,,
,,,egyedi,eredeti,RMNY52,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY52,Sighişoara,,1,,,,,,,
,,,egyedi,eredeti,RMNY52,Tîrgu Mureş,,1,,,,,,,
,,,egyedi,eredeti,RMNY53,Braşov,Ev,1,,,,,,,
,,,egyedi,phot.,RMNY53,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY54,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Bucureşti,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Budapest,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Dolný Kubín,MS,2,,,,,,,
,,,egyedi,eredeti,RMNY54,Mediaş,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Sibiu,Arch,1,,,(Erd. ev. egyházker.),,,,
,,,egyedi,eredeti,RMNY54,Sibiu,Mus,1,,,"(Szeben, ev. gymn.)",,,,
,,,egyedi,eredeti,RMNY54,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY54,Tîrgu Mureş,,1,,,,,,,
,,,egyedi,eredeti,RMNY55,Budapest,Acad,1,,,(RMK II 20),,,,
,,,egyedi,eredeti,RMNY55,Dolný Kubín,MS,1,,,,,,,
,,,,,RMNY56,,,n.p.,,,,,,,
,,,,,RMNY57,,,n.p.,,,,,,,
,,,,,RMNY58,,,n.p.,,,,,,,
,,,,,RMNY59,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY60,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY60,Budapest,Acad,2,,,,,,,
,,,egyedi,phot.,RMNY60,Budapest,Nat,phot.,,,"(Braşov Sibiu, Tîrgu Mureş)",,,,
,,,egyedi,eredeti,RMNY60,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY60,Tîrgu Mureş,,1,,,,,,,
,,,,,RMNY61,,,n.p.,,,,,,,
,,,,,RMNY62,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY63,Budapest,Acad,3,,,,,,,
,,,egyedi,phot.,RMNY63,Budapest,Nat,phot.,,,(Cluj),,,,
,,,egyedi,eredeti,RMNY63,Cluj,Univ,2,*,,,,,,
,,,egyedi,eredeti,RMNY64,Budapest,Nat,0,,,suppl. phot.,,,,
,,,egyedi,eredeti,RMNY64,Debrecen,Ref,0,,,,,,,
,,,,,RMNY65,,,n.p.,,,,,,,
,,,egyedi,phot.,RMNY66,Budapest,Nat,phot.,,,"(Leningrad, Užgorod)",,,,
,,,egyedi,eredeti,RMNY66,Leningrad,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY66,Užgorod,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY67,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY67,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY67,Budapest,Acad,3,*,,,,,,
,,,egyedi,phot.,RMNY67,Budapest,Nat,phot.,,,"suppl. (Braşov, Sibiu Mus)",,,,
,,,egyedi,eredeti,RMNY67,Sibiu,Arch,1,,,,,,,
,,,egyedi,eredeti,RMNY67,Sibiu,Ev,2,*,,,,,,
,,,egyedi,eredeti,RMNY67,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY67,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY67,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY68,Alba Iulia,,1,,,,,,,
,,,egyedi,eredeti,RMNY68,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY68,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY68,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY68,Sibiu,Arch,2,,,,,,,
,,,egyedi,eredeti,RMNY68,Sibiu,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY68,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY68,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY68,Sibiu,Mus,3,,,,,,,
,,,egyedi,eredeti,RMNY69,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY69,Braşov,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY69,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY69,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY69,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY69,Sibiu,Mus,2,*,,,,,,
,,,egyedi,eredeti,RMNY69,Sighişoara,,2,*,,,,,,
,,,egyedi,eredeti,RMNY69,Tîrgu Mureş,,1,,,,,,,
,,,egyedi,eredeti,RMNY69,Tîrgu Mureş,,1,,,,,,,
,,,egyedi,eredeti,RMNY69,Wolfenbüttel,,1,,,,,,,
,,,,,RMNY70,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY71,Braşov,Ev,4,,,,,,,
,,,egyedi,phot.,RMNY71,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY71A,Budapest,Nat,4,,,,,,,
,,,egyedi,phot.,RMNY71B,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY71B,Cluj,Acad III,1,,,,,,,
,,,egyedi,eredeti,RMNY72,Braşov,Ev,1,,,,,,,
,,,egyedi,phot.,RMNY72,Budapest,Nat,phot.,,,(Sibiu),,,,
,,,egyedi,eredeti,RMNY72,Sibiu Mus,,1,,,,,,,
,,,,,RMNY73,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY74,Budapest,Acad,2,,,,,,,
,,,egyedi,eredeti,RMNY74,Budapest,Acad,3,,,,,,,
,,,egyedi,eredeti,RMNY74,Budapest,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY74,Budapest,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY74,Cluj,Acad II,1,,,,,,,
,,,egyedi,eredeti,RMNY74,Cluj,Univ,4,,,,,,,
,,,egyedi,eredeti,RMNY74,Kraków,Univ,2,,,,,,,
,,,egyedi,eredeti,RMNY74,Sárospatak,Ref,2,,,(M. Nemz. Múz.),,,,
,,,egyedi,eredeti,RMNY74,Sibiu,Mus,1,,,,,,,
,,,,,RMNY75,,,n.p.,,,,,,,
,,,,,RMNY76,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY77,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY78,Budapest,Acad,3,,,,,,,
,,,egyedi,phot.,RMNY78,Budapest,Nat,phot.,,,(Cluj),,,,
,,,egyedi,eredeti,RMNY78,Cluj,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY79,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY80,Budapest,Nat,1,,,,,,,
,,,,,RMNY81,,,n.p.,,,,,,,
,,,egyedi,phot.,RMNY82,Budapest,Nat,phot.,,,(Sibiu),,,,
,,,egyedi,eredeti,RMNY82,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY82,Sibiu,Mus,2,*,,,,,,
,,,egyedi,phot.,RMNY84,Budapest,Nat,phot.,,,(Kalocsa),,,,
,,,egyedi,eredeti,RMNY84,Kalocsa,Dioec,1,,,,,,,
,,,egyedi,eredeti,RMNY84,Sighişoara,,1,,,,,,,
,,,,,RMNY85,,,n.p.,,,,,,,
,,,egyedi,phot.,RMNY86,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY86,Cluj,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY87,Bratislava,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY87,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY87,Budapest,Acad,2,,,,,,,
,,,egyedi,eredeti,RMNY87,Budapest,Acad,3,*,,,,,,
,,,egyedi,eredeti,RMNY87,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY87,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY87,Budapest,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY87,Sibiu,Arch,1,,,(Erd. ev. egyházker.),,,,
,,,egyedi,eredeti,RMNY87,Wien,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY88A,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY88,Budapest,Acad,4,,,(Toldy Ferenc),,,,
,,,egyedi,eredeti,RMNY89,Braşov,Ev,1,,,,,,,
,,,egyedi,phot.,RMNY89,Budapest,Nat,phot.,,,(Tîrgu Mureş),,,,
,,,egyedi,eredeti,RMNY89,London,Wellcome,1,,,,,,,
,,,egyedi,eredeti,RMNY89,Tîrgu Mureş,,2,*,,,,,,
,,,egyedi,eredeti,RMNY89,Tîrgu Mureş,,2,*,,,,,,
,,,egyedi,eredeti,RMNY90,Alba Iulia,,2,,,,,,,
,,,egyedi,eredeti,RMNY90,Banská Štiavnica,Mus,0,,,,,,,
,,,egyedi,eredeti,RMNY90,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY90,Budapest,Acad,2,*,,,,,,
,,,egyedi,eredeti,RMNY90,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY90,Budapest,Nat,2,,,,,"(Debrecen, ref. coll.)",,
,,,egyedi,eredeti,RMNY90,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY90,Budapest,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY90,Budapest,Univ,2,,,,,,,
,,,egyedi,eredeti,RMNY90,Cluj,Acad II,2,,,,,,,
,,,egyedi,eredeti,RMNY90,Cluj,Acad III,2,,,,,,,
,,,egyedi,eredeti,RMNY90,Cluj,Acad III,4,,,,,,,
,,,egyedi,eredeti,RMNY90,Cluj,Univ,1,,,,,,,
,,,egyedi,eredeti,RMNY90,Debrecen,Ref,2,,,,,,,
,,,egyedi,eredeti,RMNY90,Debrecen,Univ,4,,,,,,,
,,,egyedi,eredeti,RMNY90,Graz,Univ,2,,,,,,,
,,,egyedi,eredeti,RMNY90,Kežmarok,MS,1,,,,,,,
,,,egyedi,eredeti,RMNY90,Szeged,Univ,4,,,,"Töredék: csak az lil, Rrr2, Vvv2-Vvv3",,,Kötés nélkül
,,,egyedi,eredeti,RMNY90,Wolfenbüttel,,4,,,,,,,
,,,egyedi,phot.,RMNY91,Budapest,Nat,phot.,,,(Cluj),,,,
,,,egyedi,eredeti,RMNY91,Cluj,Acad I,2,,,,,,,
,,,egyedi,eredeti,RMNY91,Pannonhalma,,3,,,,,,,
,,,egyedi,eredeti,RMNY92,Bratislava,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY92,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY92,Budapest,Acad,3,*,,,,,,
