RMNY,Hely,Év,Proveniencia,Őrzőhely,Időpont,Forrás,Kötet,Szám,,,,,,,,,,,,
1714,Wien,1638,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,262,,,,,,,,,,,,
1720,Gyulafehérvár,1638,Rákóczi-család,Sárospatak,1660,KKK,1,32,,,,,,,,,,,,
1720,Gyulafehérvár,1638,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,23,,,,,,,,,,,,
1720,Gyulafehérvár,1638,Református Kollégium,Debrecen,1738,Adattár,19/2,122,,,,,,,,,,,,
1721,Gyulafehérvár,1638,Ráday-család,Pécel,1730,KKK,7,210,,,,,,,,,,,,
1721,Gyulafehérvár,1638,Bethlen-kollégium,Nagyenyed,1762,KKK,10,68,,,,,,,,,,,,
1721,Gyulafehérvár,1638,Bethlen Elek,Keresd,1683,Adattár,16/3,18,,,,,,,,,,,,
1723,Gyulafehérvár,1638,Bethlen-kollégium,Nagyenyed,1762,KKK,10,129,,,,,,,,,,,,
1730,Lőcse,1638,Ráday-család,Pécel,1730,KKK,7,206,,,,,,,,,,,,
1741,Pozsony,1637,Nádasdy Ferenc,Pottendorf,1669,KKK,8,557,,,,,,,,,,,,
1755,Bártfa,1639,Bethlen-kollégium,Nagyenyed,1762,KKK,10,404,,,,,,,,,,,,
1758,Bártfa,1639,Rákóczi-család,Sárospatak,1660,KKK,1,69,,,,,,,,,,,,
1758,Bártfa,1639,Jezsuita rendház,Kassa,1680,Adattár,17/1,40,,,,,,,,,,,,
1758,Bártfa,1639,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,306,,,,,,,,,,,,
1758,Bártfa,1639,Franz Ernest Brückmann,Wolffenbüttel,1741,Adattár,13/7,342,,,,,,,,,,,,
1766,Gyulafehérvár,1639,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,106,,,,,,,,,,,,
1772,Lőcse,1639,Ráday-család,Pécel,1730,KKK,7,208,,,,,,,,,,,,
1781,Nagyszombat,1694,Batthyány Lajos,Wien,1743,KKK,12,851,,,,,,,,,,,,
1787,Pozsony,1639,Batthyány Ádám,Németújvár,1651,KKK,4,215,,,,,,,,,,,,
1788,Pozsony,1639,Batthyány Ádám,Németújvár,1651,KKK,4,203,,,,,,,,,,,,
1788,Pozsony,1639,Jezsuita rendház,Pozsony,1663,Adattár,17/1,210,,,,,,,,,,,,
1825,Gyulafehérvár,1640,Rákóczi-család,Sárospatak,1660,KKK,1,36,,,,,,,,,,,,
1825,Gyulafehérvár,1640,Református Kollégium,Debrecen,1738,Adattár,19/2,122,,,,,,,,,,,,
1826,Gyulafehérvár,1640,Rákóczi-család,Sárospatak,1660,KKK,1,52,,,,,,,,,,,,
1826,Gyulafehérvár,1640,Bethlen-kollégium,Nagyenyed,1762,KKK,10,149,,,,,,,,,,,,
1826,Gyulafehérvár,1640,Bethlen Elek,Keresd,1683,Adattár,16/3,18,,,,,,,,,,,,
1827,Gyulafehérvár,1640,Rákóczi-család,Sárospatak,1660,KKK,1,57,,,,,,,,,,,,
1827,Gyulafehérvár,1640,Rákóczi-család,Sárospatak,1660,KKK,1,137,,,,,,,,,,,,
1827,Gyulafehérvár,1650,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,15,,,,,,,,,,,,
1827,Gyulafehérvár,1640,Teleki Sándor,Marosvásárhely,1750,Adattár,16/7,35,,,,,,,,,,,,
1828,Kolozsvár,1641,Rákóczi-család,Sárospatak,1660,KKK,1,119,,,,,,,,,,,,
1836,Lőcse,1640,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,304,,,,,,,,,,,,
1841,Pozsony,1640,Rákóczi-család,Sárospatak,1660,KKK,1,152,,,,,,,,,,,,
1841,Pozsony,1640,Bethlen Elek,Keresd,1683,Adattár,16/3,19,,,,,,,,,,,,
1849,Pozsony,1640,Rákóczi-család,Sárospatak,1660,KKK,1,74,,,,,,,,,,,,
1849,Pozsony,1640,Batthyány Ádám,Németújvár,1651,KKK,4,203,,,,,,,,,,,,
1850,Pozsony,1640,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,271,,,,,,,,,,,,
1850,Pozsony,1640,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,350,,,,,,,,,,,,
1852,Pozsony,1640,Rákóczi-család,Sárospatak,1660,KKK,1,36,,,,,,,,,,,,
1863,Nagyvárad,1640,Bethlen-kollégium,Nagyenyed,1762,KKK,10,47,,,,,,,,,,,,
1867,Bártfa,1641,Rákóczi-család,Sárospatak,1660,KKK,1,152,,,,,,,,,,,,
1867,Bártfa,1641,Bethlen-kollégium,Nagyenyed,1762,KKK,10,213,,,,,,,,,,,,
1876,Debrecen,1641,Rákóczi-család,Sárospatak,1660,KKK,1,133,,,,,,,,,,,,
1877,Gyulafehérvár,"1635, 1641",Rákóczi-család,Sárospatak,1660,KKK,1,38,,,,,,,,,,,,
1877,Gyulafehérvár,1641,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,16,,,,,,,,,,,,
1877,Gyulafehérvár,1641,Református Kollégium,Debrecen,1738,Adattár,19/2,28,,,,,,,,,,,,
1879,Gyulafehérvár,1641,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,14,,,,,,,,,,,,
1880,Gyulafehérvár,1641,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,14,,,,,,,,,,,,
1881,Gyulafehérvár,1641,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,14,,,,,,,,,,,,
1884,Gyulafehérvár,1641,Rákóczi-család,Sárospatak,1660,KKK,1,55,,,,,,,,,,,,
1884,Gyulafehérvár,1641,Bethlen-kollégium,Nagyenyed,1762,KKK,10,132,,,,,,,,,,,,
1886,Kolozsvár,1641,Rákóczi-család,Sárospatak,1660,KKK,1,50,,,,,,,,,,,,
1891,Lőcse,1641,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,257,,,,,,,,,,,,
1893,Lőcse,1641,Bethlen-kollégium,Nagyenyed,1762,KKK,10,304,,,,,,,,,,,,
1901,Pozsony,1641,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,291,,,,,,,,,,,,
1910,Trencsén,1641,Rákóczi-család,Sárospatak,1660,KKK,1,149,,,,,,,,,,,,
1914,Nagyvárad,1641,Rákóczi-család,Sárospatak,1660,KKK,1,47,,,,,,,,,,,,
1914,Nagyvárad,1641,Bethlen-kollégium,Nagyenyed,1762,KKK,10,151,,,,,,,,,,,,
1915,Nagyvárad,1641,Bethlen-kollégium,Nagyenyed,1762,KKK,10,248,,,,,,,,,,,,
1926,Gyulafehérvár,1642,Rákóczi-család,Sárospatak,1660,KKK,1,40,,,,,,,,,,,,
1941,Lőcse,1642,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,239,,,,,,,,,,,,
1941,Lőcse,1642,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,266,,,,,,,,,,,,
1952,Pozsony,1642,Nádasdy Ferenc,Pottendorf,1669,KKK,8,344,,,,,,,,,,,,
1952,Pozsony,1642,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,222,,,,,,,,,,,,
1964,Trencsén,1642,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,241,,,,,,,,,,,,
1976,Nagyvárad,1643,Rákóczi-család,Sárospatak,1660,KKK,1,119,,,,,,,,,,,,
1982,Bártfa,1643,Rákóczi-család,Sárospatak,1660,KKK,1,63,,,,,,,,,,,,
1995,Gyulafehérvár,1643,Bethlen-kollégium,Nagyenyed,1762,KKK,10,308,,,,,,,,,,,,
1995,Gyulafehérvár,1643,Bethlen-kollégium,Nagyenyed,1762,KKK,10,413,,,,,,,,,,,,
1998,Gyulafehérvár,1643,Ráday-család,Pécel,1730,KKK,7,169,,,,,,,,,,,,
1998,Gyulafehérvár,1643,Bethlen-kollégium,Nagyenyed,1762,KKK,10,270,,,,,,,,,,,,
2004,Lőcse,1643,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
2015,Lőcse,1643,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,241,,,,,,,,,,,,
2016,Pozsony,1643,Batthyány Ádám,Németújvár,1654,KKK,4,251,,,,,,,,,,,,
2016,Pozsony,1643,Nádasdy Ferenc,Pottendorf,1669,KKK,8,343,,,,,,,,,,,,
2018,Pozsony,1643,Batthyány Ádám,Németújvár,1651,KKK,4,197,,,,,,,,,,,,
2018,Pozsony,1643,Nádasdy Ferenc,Pottendorf,1669,KKK,8,527,,,,,,,,,,,,
2019,Pozsony,1643,Rákóczi-család,Sárospatak,1660,KKK,1,150,,,,,,,,,,,,
2023,Pozsony,1643,Nádasdy Ferenc,Pottendorf,1669,KKK,8,343,,,,,,,,,,,,
2023,Pozsony,1643,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,222,,,,,,,,,,,,
2040,Nagyvárad,1643,Rákóczi-család,Sárospatak,1660,KKK,1,36,,,,,,,,,,,,
2040,Nagyvárad,1643,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,297,,,,,,,,,,,,
2047,Bártfa,1644,Rákóczi-család,Sárospatak,1660,KKK,1,120,,,,,,,,,,,,
2047,Bártfa,1644,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,304,,,,,,,,,,,,
2049,Bártfa,1644,Galambos István,Kassa,1664,Adattár,15,61,,,,,,,,,,,,
2059,Gyulafehérvár,1644,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,106,,,,,,,,,,,,
2074,Lőcse,1645,Rákóczi-család,Sárospatak,1660,KKK,1,153,,,,,,,,,,,,
2075,Pozsony,1644,Nádasdy Ferenc,Pottendorf,1669,KKK,8,467,,,,,,,,,,,,
2089,Nagyvárad,1644,Ráday-család,Pécel,1730,KKK,7,172,,,,,,,,,,,,
2089,Nagyvárad,1644,Bethlen-kollégium,Nagyenyed,1762,KKK,10,415,,,,,,,,,,,,
2089,Nagyvárad,1644,Ölyvesi Balázs,Nagyenyed,1676,Adattár,16/2,127,,,,,,,,,,,,
2096,Wien,1645,Nádasdy Ferenc,Pottendorf,1669,KKK,8,467,,,,,,,,,,,,
2097,Wien,1645,Batthyány Ádám,Németújvár,1651,KKK,4,200,,,,,,,,,,,,
2099,Frankfurt am Main,1645,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,89,,,,,,,,,,,,
2099,Frankfurt am Main,1644,Ráday-család,Pécel,1730,KKK,7,139,,,,,,,,,,,,
2099,Frankfurt am Main,1645,Nádasdy Ferenc,Pottendorf,1669,KKK,8,457,,,,,,,,,,,,
2101,Gyulafehérvár,1645,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,15,,,,,,,,,,,,
2101,Gyulafehérvár,1645,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,106,,,,,,,,,,,,
2103,Gyulafehérvár,1645,Rákóczi-család,Sárospatak,1660,KKK,1,47,,,,,,,,,,,,
2103,Gyulafehérvár,1645,Bethlen-kollégium,Nagyenyed,1762,KKK,10,105,,,,,,,,,,,,
2105,Gyulafehérvár,1645,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,106,,,,,,,,,,,,
2112,Pozsony,1645,Batthyány Ádám,Németújvár,1651,KKK,4,214,,,,,,,,,,,,
2120,Lőcse,1645,Rákóczi-család,Sárospatak,1660,KKK,1,86,,,,,,,,,,,,
2122,Trencsén,1645,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,275,,,,,,,,,,,,
2124,Nagyvárad,1645,Rákóczi-család,Sárospatak,1660,KKK,1,52,,,,,,,,,,,,
2124,Nagyvárad,1645,Bethlen-kollégium,Nagyenyed,1762,KKK,10,107,,,,,,,,,,,,
2124,Nagyvárad,1645,Ölyvesi Balázs,Nagyenyed,1676,Adattár,16/2,123,,,,,,,,,,,,
2127,Nagyvárad,1645,Rákóczi-család,Sárospatak,1660,KKK,1,48,,,,,,,,,,,,
2127,Nagyvárad,1645,Bethlen-kollégium,Nagyenyed,1762,KKK,10,166,,,,,,,,,,,,
2127,Nagyvárad,1645,Szepesi György,Marosvásárhely,1707,Adattár,16/2,98,,,,,,,,,,,,
2130,Nagyvárad,1645,Bethlen-kollégium,Nagyenyed,1762,KKK,10,385,,,,,,,,,,,,
2130,Nagyvárad,1645,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
2141,Gyulafehérvár,1646,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,20,,,,,,,,,,,,
2156,Trencsén,1646,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,241,,,,,,,,,,,,
2160,Nagyvárad,1646,Bethlen-kollégium,Nagyenyed,1762,KKK,10,118,,,,,,,,,,,,
2160,Nagyvárad,1646,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
2170,Gyulafehérvár,1647,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,21,,,,,,,,,,,,
2171,Gyulafehérvár,1647,Batthyány Ádám,Németújvár,1651,KKK,4,201,,,,,,,,,,,,
2171,Gyulafehérvár,1647,Batthyány Ádám,Németújvár,1654,KKK,4,242,,,,,,,,,,,,
2171,Gyulafehérvár,1647,Bethlen-kollégium,Nagyenyed,1762,KKK,10,60,,,,,,,,,,,,
2184,Lőcse,1647,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,257,,,,,,,,,,,,
2187,Lőcse,1647,Batthyány Ádám,Németújvár,1651,KKK,4,195,,,,,,,,,,,,
2191,Trencsén,1647,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
2191,Trencsén,1647,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,275,,,,,,,,,,,,
2196,Utrecht,1647,Szepesi György,Marosvásárhely,1707,Adattár,16/2,98,,,,,,,,,,,,
2197,Nagyvárad,1647,Rákóczi-család,Sárospatak,1660,KKK,1,52,,,,,,,,,,,,
2197,Nagyvárad,1647,Ráday-család,Pécel,1730,KKK,7,164,,,,,,,,,,,,
2197,Nagyvárad,1647,Bethlen-kollégium,Nagyenyed,1762,KKK,10,108,,,,,,,,,,,,
2197,Nagyvárad,1647,Ölyvesi Balázs,Nagyenyed,1676,Adattár,16/2,123,,,,,,,,,,,,
2197,Nagyvárad,1647,Református Kollégium,Debrecen,1738,Adattár,19/2,122,,,,,,,,,,,,
2201,Amszterdam,1648,Rákóczi-család,Sárospatak,1660,KKK,1,75,,,,,,,,,,,,
2201,Amszterdam,1648,Ráday-család,Pécel,1730,KKK,7,216,,,,,,,,,,,,
2201,Amszterdam,1648,Bethlen-kollégium,Nagyenyed,1762,KKK,10,307,,,,,,,,,,,,
2201,Amszterdam,1648,Krizbai György,Kolozsvár,1713,Adattár,16/2,68,,,,,,,,,,,,
2206,Brassó,1648,Rákóczi-család,Sárospatak,1660,KKK,1,57,,,,,,,,,,,,
2208,Gyulafehérvár,1648,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,21,,,,,,,,,,,,
2226,Lőcse,1648,Batthyány Lajos Ernő,Wien,1743,KKK,12,183,,,,,,,,,,,,
2231,Lőcse,1648,Bethlen-kollégium,Nagyenyed,1762,KKK,10,383,,,,,,,,,,,,
2231,Lőcse,1648,Gombkötő János,Kassa,1654,Adattár,15,43,,,,,,,,,,,,
2231,Lőcse,1648,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
2231,Lőcse,1648,Szepesi György,Marosvásárhely,1707,Adattár,16/2,98,,,,,,,,,,,,
2236,Nagyszombat,1648,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,348,,,,,,,,,,,,
2238,Pozsony,1648,Jezsuita rendház,Kassa,1680,Adattár,17/1,85,,,,,,,,,,,,
2238,Pozsony,1648,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,263,,,,,,,,,,,,
2238,Pozsony,1648,Jezsuita rendház,Zsolna,1712,Adattár,19/1,400,,,,,,,,,,,,
2247,Utrecht,1648,Bethlen-kollégium,Nagyenyed,1762,KKK,10,364,,,,,,,,,,,,
2248,Utrecht,1648,Bethlen-kollégium,Nagyenyed,1762,KKK,10,364,,,,,,,,,,,,
2249,Utrecht,1648,Batthyány Ádám,Németújvár,1651,KKK,4,206,,,,,,,,,,,,
2249,Utrecht,1648,Bethlen-kollégium,Nagyenyed,1762,KKK,10,303,,,,,,,,,,,,
2249,Utrecht,1648,Bethlen-kollégium,Nagyenyed,1762,KKK,10,364,,,,,,,,,,,,
2250,Utrecht,1648,Bethlen-kollégium,Nagyenyed,1762,KKK,10,364,,,,,,,,,,,,
2260,Gyulafehérvár,1649,Rákóczi-család,Sárospatak,1660,KKK,1,63,,,,,,,,,,,,
2267,Lőcse,1649,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
2269,Lőcse,1649,Batthyány Ádám,Németújvár,1651,KKK,4,194,,,,,,,,,,,,
2269,Lőcse,1649,Batthyány Ádám,Németújvár,1651,KKK,4,194,,,,,,,,,,,,
2271,Lőcse,1649,Batthyány Ádám,Németújvár,1654,KKK,4,251,,,,,,,,,,,,
2276,Lőcse,1649,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,257,,,,,,,,,,,,
2281,Nagyszombat,1649,Jezsuita rendház,Kassa,1680,Adattár,17/1,27,,,,,,,,,,,,
2286,Trencsén,1649,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
2287,Trencsén,1649,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
2290,Trencsén,1649,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
2297,Nagyvárad,1649,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,15,,,,,,,,,,,,
2298,Nagyvárad,1649,Rákóczi-család,Sárospatak,1660,KKK,1,52,,,,,,,,,,,,
2298,Nagyvárad,1649,Ráday-család,Pécel,1730,KKK,7,164,,,,,,,,,,,,
2298,Nagyvárad,1649,Ráday-család,Pécel,1730,KKK,7,188,,,,,,,,,,,,
2298,Nagyvárad,1649,Bethlen-kollégium,Nagyenyed,1762,KKK,10,109,,,,,,,,,,,,
2298,Nagyvárad,1649,Ölyvesi Balázs,Nagyenyed,1676,Adattár,16/2,123,,,,,,,,,,,,
2298,Nagyvárad,1649,Református Kollégium,Debrecen,1738,Adattár,19/2,122,,,,,,,,,,,,
2300,Nagyvárad,1649,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
2304,Amszterdam,1650,Ráday-család,Pécel,1730,KKK,7,184,,,,,,,,,,,,
2304,Amszterdam,1650,Bethlen-kollégium,Nagyenyed,1762,KKK,10,410,,,,,,,,,,,,
2308,Bártfa,1650,Batthyány Ádám,Németújvár,1651,KKK,4,192,,,,,,,,,,,,
2309,Bártfa,1650,Rákóczi-család,Sárospatak,1660,KKK,1,53,,,,,,,,,,,,
2309,Bártfa,1650,Ráday-család,Pécel,1730,KKK,7,176,,,,,,,,,,,,
2309,Bártfa,1650,Nádasdy Ferenc,Pottendorf,1669,KKK,8,557,,,,,,,,,,,,
2309,Bártfa,1650,Bethlen-kollégium,Nagyenyed,1762,KKK,10,36,,,,,,,,,,,,
2310,Bártfa,1650,Rákóczi-család,Sárospatak,1660,KKK,1,57,,,,,,,,,,,,
2310,Bártfa,1650,Ráday-család,Pécel,1730,KKK,7,176,,,,,,,,,,,,
2310,Bártfa,1650,Bethlen-kollégium,Nagyenyed,1762,KKK,10,134,,,,,,,,,,,,
2318,Lőcse,1650,Batthyány Ádám,Németújvár,1651,KKK,4,217,,,,,,,,,,,,
2320,Lőcse,1650,Jezsuita rendház,Zsolna,1712,Adattár,19/1,388,,,,,,,,,,,,
2330,Lőcse,1650,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,260,,,,,,,,,,,,
2332,Lőcse,1650,Batthyány Ádám,Németújvár,1651,KKK,4,195,,,,,,,,,,,,
2336,Pozsony,1643,Batthyány Ádám,Németújvár,1651,KKK,4,205,,,,,,,,,,,,
2338,Pozsony,1650,Jezsuita rendház,Kassa,1680,Adattár,17/1,60,,,,,,,,,,,,
2340,Pozsony,1650,Jezsuita rendház,Pozsony,1663,Adattár,17/1,211,,,,,,,,,,,,
2346,Trencsén,1650,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
2353,Nagyvárad,1650,Bethlen-kollégium,Nagyenyed,1762,KKK,10,418,,,,,,,,,,,,
2357,Nagyvárad,1650,Református Kollégium,Debrecen,1738,Adattár,19/2,128,,,,,,,,,,,,
2360,Wien,1651,Batthyány Ádám,Németújvár,1651,KKK,4,196,,,,,,,,,,,,
2360,Wien,1651,Barkóczy Ferenc,Eger,1765,KKK,11,185,,,,,,,,,,,,
2362,Debrecen,1651,Bethlen-kollégium,Nagyenyed,1762,KKK,10,371,,,,,,,,,,,,
2366,Gyulafehérvár,1651,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,16,,,,,,,,,,,,
2367,Gyulafehérvár,1651,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,21,,,,,,,,,,,,
2367,Gyulafehérvár,1651,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,106,,,,,,,,,,,,
2379,Lőcse,1651,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,241,,,,,,,,,,,,
2381,Lőcse,1651,Rákóczi-család,Sárospatak,1660,KKK,1,148,,,,,,,,,,,,
2381,Nagyszombat,1651,Jezsuita rendház,Znióváralja,1704,Adattár,11,551,,,,,,,,,,,,
2381,Lőcse,1651,Jezsuita rendház,Kassa,1680,Adattár,17/1,86,,,,,,,,,,,,
2392,Sárospatak,1651,Rákóczi-család,Sárospatak,1660,KKK,1,50,,,,,,,,,,,,
2394,Trencsén,1651,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,253,,,,,,,,,,,,
2402,Nagyvárad,1651,Ráday-család,Pécel,1730,KKK,7,163,,,,,,,,,,,,
2404,Nagyvárad,1651,Bethlen-kollégium,Nagyenyed,1762,KKK,10,246,,,,,,,,,,,,
2405,Nagyvárad,1651,Ráday-család,Pécel,1730,KKK,7,180,,,,,,,,,,,,
2405,Nagyvárad,1651,Bethlen-kollégium,Nagyenyed,1762,KKK,10,330,,,,,,,,,,,,
2405,Nagyvárad,1651,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
2405,Nagyvárad,1651,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
2415,Gyulafehérvár,1652,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,16,,,,,,,,,,,,
2416,Gyulafehérvár,1652,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,22,,,,,,,,,,,,
2436,Sárospatak,1652,Jezsuita rendház,Zsolna,1712,Adattár,19/1,425,,,,,,,,,,,,
2438,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,241,,,,,,,,,,,,
2439,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
2443,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
2444,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
2444,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
2444,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
2448,Trencsén,1652,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,241,,,,,,,,,,,,
2450,Utrecht,1652,Bethlen-kollégium,Nagyenyed,1762,KKK,10,361,,,,,,,,,,,,
2452,Nagyvárad,1652,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
2453,Nagyvárad,1652,Ráday-család,Pécel,1730,KKK,7,182,,,,,,,,,,,,
2453,Nagyvárad,1652,Bethlen-kollégium,Nagyenyed,1762,KKK,10,209,,,,,,,,,,,,
2458,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,244,,,,,,,,,,,,
2459,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,243,,,,,,,,,,,,
2459,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,253,,,,,,,,,,,,
2459,Wien,1653,Nádasdy Ferenc,Pottendorf,1669,KKK,8,563,,,,,,,,,,,,
2461,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,255,,,,,,,,,,,,
2461,Wien,1653,Bethlen-kollégium,Nagyenyed,1762,KKK,10,12,,,,,,,,,,,,
2461,Wien,1653,Bél Mátyás,Pozsony,1749,Adattár,13/5,76,,,,,,,,,,,,
2462,Wien,1653,Batthyány Ádám,Németújvár,1654,KKK,4,246,,,,,,,,,,,,
2462,Wien,1653,Nádasdy Ferenc,Pottendorf,1669,KKK,8,557,,,,,,,,,,,,
2464,Gyulafehérvár,1653,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,17,,,,,,,,,,,,
2468,Kassa,1653,Nádasdy Ferenc,Pottendorf,1669,KKK,8,558,,,,,,,,,,,,
2485,Sárospatak,1653,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,258,,,,,,,,,,,,
2486,Sárospatak,1653,Bethlen-kollégium,Nagyenyed,1762,KKK,10,133,,,,,,,,,,,,
2493,Trencsén,1653,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
2493,Trencsén,1653,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
2494,Trencsén,1653,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
2494,Trencsén,1653,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
2498,Utrecht,1653,Bethlen-kollégium,Nagyenyed,1762,KKK,10,309,,,,,,,,,,,,
2498,Utrecht,1653,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
2502,Nagyvárad,1653,Bethlen-kollégium,Nagyenyed,1762,KKK,10,155,,,,,,,,,,,,
2503,Nagyvárad,1653,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2510,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,247,,,,,,,,,,,,
2511,Wien,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,672,,,,,,,,,,,,
2512,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,245,,,,,,,,,,,,
2512,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,254,,,,,,,,,,,,
2512,Wien,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,672,,,,,,,,,,,,
2513,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,244,,,,,,,,,,,,
2513,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,254,,,,,,,,,,,,
2513,Wien,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,672,,,,,,,,,,,,
2515,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,244,,,,,,,,,,,,
2516,Gyulafehérvár,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,206,,,,,,,,,,,,
2519,Gyulafehérvár,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,315,,,,,,,,,,,,
2524,Kassa,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,558,,,,,,,,,,,,
2524,Kassa,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,233,,,,,,,,,,,,
